total_pop,pop_white_non_hisp,pop_black,pop_asian,pop_hispanic,median_hh_income,pop_poverty,pop_poverty_total,labor_force,unemployed,median_gross_rent,housing_units_total,housing_units_vacant,median_year_built,avg_household_size,lor_total,lor_2019_or_later,lor_2015_2018,lor_2010_2014,lor_2000_2009,lor_1990_1999,lor_1989_or_earlier,lang_total,lang_english_only,lang_spanish,lang_french,lang_chinese,lang_vietnamese,lang_tagalog,lang_korean,renter_households_total,burden_30_35,burden_35_40,burden_40_50,burden_50_plus,nativity_total,pop_foreign_born,citizenship_total,pop_naturalized,pop_noncitizen,hh_lang_total,hh_limited_eng_spanish,hh_limited_eng_indoeuropean,hh_limited_eng_apilang,hh_limited_eng_other,pub_assist_total,pub_assist_or_snap,renter_hh_total,renter_hh_no_vehicle,GEO_ID,state,county,tract,inc_dist_total,inc_under_10k,inc_10_15k,inc_15_20k,inc_20_25k,inc_25_30k,inc_30_35k,id,pct_white,pct_black,pct_asian,pct_hispanic,unemployment,poverty_rate,vacancy_rate,occupancy_rate,rent_burden,pct_lor_2019_or_later,pct_lor_2015_2018,pct_lor_2010_2014,pct_lor_2000_2009,pct_lor_1990_1999,pct_lor_1989_or_earlier,pct_lang_english_only,pct_lang_spanish,pct_lang_french,pct_lang_chinese,pct_lang_vietnamese,pct_lang_tagalog,pct_lang_korean,pct_foreign_born,pct_naturalized,pct_noncitizen,pct_limited_eng_spanish,pct_limited_eng_indoeuropean,pct_limited_eng_apilang,pct_limited_eng_other,pct_limited_eng_any,pct_pub_assist_or_snap,pct_renter_no_vehicle,pct_under_35k
5634.0,149.0,2216.0,202.0,2783.0,61750.0,705.0,5628.0,2848.0,198.0,1736.0,1840.0,173.0,1947.0,3.37,5623.0,3623.0,299.0,496.0,1749.0,887.0,175.0,,,,,,,,,979.0,103.0,32.0,172.0,320.0,5634.0,1740.0,5634.0,551.0,1189.0,1667.0,180.0,0.0,25.0,23.0,1667.0,316.0,979.0,195.0,1400000US06001408500,06,001,408500,1667.0,55.0,126.0,39.0,25.0,114.0,83.0,408500,2.6,39.3,3.6,49.4,7.0,12.5,9.4,90.6,64.0,64.4,5.3,8.8,31.1,15.8,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,9.8,21.1,10.8,0.0,1.5,1.4,13.7,19.0,19.9,26.5
6519.0,398.0,2818.0,362.0,2695.0,80114.0,1026.0,6396.0,3402.0,152.0,1859.0,2088.0,93.0,1943.0,3.24,6473.0,3565.0,0.0,1665.0,1559.0,341.0,0.0,,,,,,,,,1135.0,74.0,109.0,74.0,275.0,6519.0,2068.0,6519.0,944.0,1124.0,1995.0,109.0,0.0,12.0,0.0,1995.0,365.0,1135.0,75.0,1400000US06001408600,06,001,408600,1995.0,167.0,27.0,44.0,41.0,91.0,132.0,408600,6.1,43.2,5.6,41.3,4.5,16.0,4.5,95.5,46.9,55.1,0.0,25.7,24.1,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,14.5,17.2,5.5,0.0,0.6,0.0,6.1,18.3,6.6,25.2
7456.0,673.0,2414.0,477.0,3788.0,45500.0,1299.0,7444.0,3298.0,230.0,1192.0,2876.0,212.0,1938.0,2.79,7440.0,4087.0,568.0,673.0,1678.0,874.0,259.0,,,,,,,,,1514.0,0.0,119.0,223.0,715.0,7456.0,2353.0,7456.0,922.0,1431.0,2664.0,123.0,0.0,25.0,0.0,2664.0,471.0,1514.0,185.0,1400000US06001408700,06,001,408700,2664.0,411.0,13.0,194.0,251.0,188.0,167.0,408700,9.0,32.4,6.4,50.8,7.0,17.5,7.4,92.6,69.8,54.9,7.6,9.0,22.6,11.7,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,12.4,19.2,4.6,0.0,0.9,0.0,5.6,17.7,12.2,45.9
7968.0,328.0,2723.0,353.0,3644.0,44100.0,1657.0,7968.0,3507.0,249.0,883.0,2377.0,19.0,1981.0,3.37,7949.0,5549.0,34.0,847.0,3639.0,740.0,284.0,,,,,,,,,1848.0,217.0,148.0,120.0,525.0,7968.0,2825.0,7968.0,1215.0,1610.0,2358.0,102.0,0.0,98.0,76.0,2358.0,783.0,1848.0,573.0,1400000US06001408800,06,001,408800,2358.0,188.0,299.0,168.0,181.0,193.0,65.0,408800,4.1,34.2,4.4,45.7,7.1,20.8,0.8,99.2,54.7,69.8,0.4,10.7,45.8,9.3,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,15.2,20.2,4.3,0.0,4.2,3.2,11.7,33.2,31.0,46.4
3956.0,171.0,836.0,172.0,2694.0,44077.0,1118.0,3909.0,1981.0,282.0,1483.0,1170.0,37.0,1968.0,3.33,3768.0,2576.0,0.0,617.0,1515.0,383.0,24.0,,,,,,,,,811.0,42.0,37.0,71.0,276.0,3956.0,1458.0,3956.0,424.0,1034.0,1133.0,46.0,0.0,6.0,21.0,1133.0,321.0,811.0,143.0,1400000US06001408900,06,001,408900,1133.0,62.0,113.0,78.0,63.0,107.0,73.0,408900,4.3,21.1,4.3,68.1,14.2,28.6,3.2,96.8,52.5,68.4,0.0,16.4,40.2,10.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9,10.7,26.1,4.1,0.0,0.5,1.9,6.4,28.3,17.6,43.8
5039.0,165.0,1477.0,390.0,2960.0,70769.0,763.0,4939.0,2255.0,102.0,1829.0,1092.0,44.0,1950.0,4.68,4908.0,2524.0,0.0,1145.0,990.0,212.0,115.0,,,,,,,,,563.0,39.0,0.0,63.0,154.0,5039.0,1684.0,5039.0,651.0,1033.0,1048.0,98.0,0.0,45.0,0.0,1048.0,228.0,563.0,38.0,1400000US06001409000,06,001,409000,1048.0,24.0,17.0,0.0,51.0,7.0,30.0,409000,3.3,29.3,7.7,58.7,4.5,15.4,4.0,96.0,45.5,51.4,0.0,23.3,20.2,4.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,12.9,20.5,9.4,0.0,4.3,0.0,13.6,21.8,6.7,12.3
2532.0,256.0,516.0,168.0,1559.0,72204.0,166.0,2508.0,1277.0,7.0,1768.0,728.0,43.0,1949.0,3.69,2531.0,979.0,51.0,207.0,295.0,189.0,237.0,,,,,,,,,242.0,46.0,23.0,15.0,59.0,2532.0,866.0,2532.0,280.0,586.0,685.0,32.0,0.0,15.0,0.0,685.0,147.0,242.0,73.0,1400000US06001409100,06,001,409100,685.0,37.0,58.0,0.0,35.0,0.0,17.0,409100,10.1,20.4,6.6,61.6,0.5,6.6,5.9,94.1,59.1,38.7,2.0,8.2,11.7,7.5,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,11.1,23.1,4.7,0.0,2.2,0.0,6.9,21.5,30.2,21.5
3615.0,45.0,987.0,164.0,2249.0,73621.0,212.0,3587.0,1677.0,74.0,1921.0,1051.0,20.0,1951.0,3.49,3600.0,1518.0,147.0,239.0,699.0,316.0,95.0,,,,,,,,,431.0,50.0,16.0,54.0,124.0,3615.0,1339.0,3615.0,339.0,1000.0,1031.0,104.0,0.0,7.0,0.0,1031.0,125.0,431.0,45.0,1400000US06001409200,06,001,409200,1031.0,13.0,52.0,20.0,0.0,0.0,42.0,409200,1.2,27.3,4.5,62.2,4.4,5.9,1.9,98.1,56.6,42.2,4.1,6.6,19.4,8.8,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,9.4,27.7,10.1,0.0,0.7,0.0,10.8,12.1,10.4,12.3
5743.0,129.0,1357.0,286.0,3769.0,56058.0,1100.0,5736.0,2645.0,134.0,1562.0,1800.0,93.0,1948.0,3.27,5584.0,3080.0,46.0,562.0,1530.0,630.0,228.0,,,,,,,,,1103.0,97.0,117.0,51.0,372.0,5743.0,2111.0,5743.0,722.0,1389.0,1707.0,127.0,10.0,6.0,0.0,1707.0,285.0,1103.0,157.0,1400000US06001409300,06,001,409300,1707.0,46.0,127.0,148.0,81.0,49.0,56.0,409300,2.2,23.6,5.0,65.6,5.1,19.2,5.2,94.8,57.8,55.2,0.8,10.1,27.4,11.3,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,12.6,24.2,7.4,0.6,0.4,0.0,8.4,16.7,14.2,29.7
4710.0,217.0,851.0,432.0,3107.0,66602.0,750.0,4538.0,2279.0,126.0,1763.0,1399.0,64.0,1957.0,3.52,4702.0,2024.0,220.0,184.0,1051.0,446.0,0.0,,,,,,,,,662.0,65.0,34.0,101.0,224.0,4710.0,1756.0,4710.0,434.0,1322.0,1335.0,118.0,0.0,23.0,0.0,1335.0,171.0,662.0,49.0,1400000US06001409400,06,001,409400,1335.0,46.0,49.0,13.0,143.0,109.0,0.0,409400,4.6,18.1,9.2,66.0,5.5,16.5,4.6,95.4,64.0,43.0,4.7,3.9,22.4,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3,9.2,28.1,8.8,0.0,1.7,0.0,10.6,12.8,7.4,27.0
4291.0,505.0,759.0,72.0,2755.0,54000.0,1120.0,4270.0,1769.0,171.0,1675.0,1173.0,73.0,1959.0,3.87,4258.0,2891.0,183.0,517.0,1446.0,557.0,100.0,,,,,,,,,758.0,72.0,62.0,66.0,292.0,4291.0,1987.0,4291.0,677.0,1310.0,1100.0,20.0,0.0,12.0,40.0,1100.0,211.0,758.0,123.0,1400000US06001409500,06,001,409500,1100.0,60.0,85.0,84.0,39.0,39.0,65.0,409500,11.8,17.7,1.7,64.2,9.7,26.2,6.2,93.8,64.9,67.9,4.3,12.1,34.0,13.1,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.3,15.8,30.5,1.8,0.0,1.1,3.6,6.5,19.2,16.2,33.8
5139.0,172.0,1247.0,77.0,3599.0,54012.0,703.0,5136.0,2372.0,216.0,1627.0,1841.0,90.0,1954.0,2.93,5123.0,3853.0,203.0,701.0,1933.0,984.0,32.0,,,,,,,,,1131.0,78.0,50.0,52.0,483.0,5139.0,2015.0,5139.0,570.0,1445.0,1751.0,92.0,0.0,0.0,0.0,1751.0,330.0,1131.0,126.0,1400000US06001409600,06,001,409600,1751.0,174.0,69.0,94.0,29.0,171.0,21.0,409600,3.3,24.3,1.5,70.0,9.1,13.7,4.9,95.1,58.6,75.2,4.0,13.7,37.7,19.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.2,11.1,28.1,5.3,0.0,0.0,0.0,5.3,18.8,11.1,31.9
5240.0,424.0,1875.0,168.0,1906.0,47161.0,1494.0,5202.0,2197.0,170.0,1524.0,1796.0,148.0,1958.0,3.14,5172.0,3495.0,160.0,1149.0,1873.0,254.0,0.0,,,,,,,,,1203.0,69.0,162.0,153.0,522.0,5240.0,1088.0,5240.0,278.0,810.0,1648.0,77.0,0.0,0.0,0.0,1648.0,502.0,1203.0,343.0,1400000US06001409700,06,001,409700,1648.0,76.0,95.0,132.0,157.0,71.0,107.0,409700,8.1,35.8,3.2,36.4,7.7,28.7,8.2,91.8,75.3,67.6,3.1,22.2,36.2,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,5.3,15.5,4.7,0.0,0.0,0.0,4.7,30.5,28.5,38.7
3511.0,618.0,1762.0,220.0,529.0,106023.0,365.0,3503.0,2037.0,139.0,1760.0,1294.0,109.0,1952.0,2.91,3449.0,1603.0,0.0,747.0,787.0,42.0,27.0,,,,,,,,,463.0,91.0,49.0,0.0,139.0,3511.0,366.0,3511.0,217.0,149.0,1185.0,0.0,0.0,0.0,0.0,1185.0,140.0,463.0,147.0,1400000US06001409800,06,001,409800,1185.0,55.0,97.0,11.0,21.0,12.0,10.0,409800,17.6,50.2,6.3,15.1,6.8,10.4,8.4,91.6,60.3,46.5,0.0,21.7,22.8,1.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,6.2,4.2,0.0,0.0,0.0,0.0,0.0,11.8,31.7,17.4
3983.0,926.0,1635.0,245.0,536.0,176141.0,152.0,3978.0,2107.0,72.0,2678.0,1521.0,104.0,1960.0,2.78,3940.0,273.0,0.0,161.0,68.0,44.0,0.0,,,,,,,,,139.0,17.0,0.0,0.0,23.0,3983.0,563.0,3983.0,309.0,254.0,1417.0,0.0,0.0,5.0,0.0,1417.0,80.0,139.0,0.0,1400000US06001409900,06,001,409900,1417.0,16.0,0.0,0.0,31.0,44.0,69.0,409900,23.2,41.0,6.2,13.5,3.4,3.8,6.8,93.2,28.8,6.9,0.0,4.1,1.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,7.8,6.4,0.0,0.0,0.4,0.0,0.4,5.6,0.0,11.3
3177.0,1038.0,1502.0,211.0,158.0,154648.0,131.0,3177.0,1653.0,92.0,3212.0,1241.0,0.0,1957.0,2.56,3177.0,275.0,149.0,16.0,68.0,28.0,0.0,,,,,,,,,137.0,0.0,0.0,0.0,68.0,3177.0,217.0,3177.0,167.0,50.0,1241.0,0.0,0.0,14.0,0.0,1241.0,72.0,137.0,0.0,1400000US06001410000,06,001,410000,1241.0,0.0,43.0,70.0,24.0,0.0,15.0,410000,32.7,47.3,6.6,5.0,5.6,4.1,0.0,100.0,49.6,8.7,4.7,0.5,2.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,5.3,1.6,0.0,0.0,1.1,0.0,1.1,5.8,0.0,12.2
3172.0,310.0,1645.0,326.0,564.0,84135.0,397.0,3163.0,1568.0,91.0,1678.0,1157.0,14.0,1956.0,2.76,3154.0,1305.0,29.0,321.0,769.0,158.0,28.0,,,,,,,,,427.0,0.0,56.0,49.0,141.0,3172.0,509.0,3172.0,207.0,302.0,1143.0,43.0,0.0,0.0,0.0,1143.0,201.0,427.0,87.0,1400000US06001410100,06,001,410100,1143.0,63.0,10.0,32.0,64.0,38.0,38.0,410100,9.8,51.9,10.3,17.8,5.8,12.6,1.2,98.8,57.6,41.4,0.9,10.2,24.4,5.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.5,9.5,3.8,0.0,0.0,0.0,3.8,17.6,20.4,21.4
3238.0,343.0,1432.0,152.0,1205.0,75106.0,267.0,3238.0,1709.0,53.0,1974.0,1149.0,43.0,1953.0,2.89,3200.0,1496.0,89.0,101.0,1177.0,86.0,43.0,,,,,,,,,553.0,82.0,109.0,31.0,149.0,3238.0,531.0,3238.0,192.0,339.0,1106.0,0.0,0.0,43.0,0.0,1106.0,147.0,553.0,88.0,1400000US06001410200,06,001,410200,1106.0,8.0,50.0,59.0,0.0,37.0,42.0,410200,10.6,44.2,4.7,37.2,3.1,8.2,3.7,96.3,67.1,46.8,2.8,3.2,36.8,2.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,5.9,10.5,0.0,0.0,3.9,0.0,3.9,13.3,15.9,17.7
3893.0,79.0,642.0,54.0,3044.0,54698.0,625.0,3893.0,1983.0,191.0,1862.0,1087.0,24.0,1954.0,3.66,3893.0,2252.0,148.0,593.0,1000.0,511.0,0.0,,,,,,,,,613.0,27.0,24.0,50.0,268.0,3893.0,1561.0,3893.0,271.0,1290.0,1063.0,157.0,0.0,0.0,0.0,1063.0,173.0,613.0,92.0,1400000US06001410300,06,001,410300,1063.0,69.0,72.0,19.0,47.0,93.0,69.0,410300,2.0,16.5,1.4,78.2,9.6,16.1,2.2,97.8,60.2,57.8,3.8,15.2,25.7,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1,7.0,33.1,14.8,0.0,0.0,0.0,14.8,16.3,15.0,34.7
4687.0,218.0,1465.0,370.0,2415.0,82188.0,348.0,4687.0,2499.0,83.0,1827.0,1500.0,68.0,1952.0,3.27,4679.0,1931.0,194.0,236.0,648.0,304.0,477.0,,,,,,,,,712.0,101.0,0.0,22.0,156.0,4687.0,1348.0,4687.0,367.0,981.0,1432.0,108.0,14.0,42.0,0.0,1432.0,131.0,712.0,183.0,1400000US06001410400,06,001,410400,1432.0,67.0,64.0,38.0,74.0,7.0,83.0,410400,4.7,31.3,7.9,51.5,3.3,7.4,4.5,95.5,39.2,41.3,4.1,5.0,13.8,6.5,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,7.8,20.9,7.5,1.0,2.9,0.0,11.5,9.1,25.7,23.3
3081.0,662.0,1814.0,126.0,373.0,46031.0,1006.0,3081.0,1471.0,165.0,1391.0,1029.0,26.0,1961.0,3.07,3081.0,2678.0,0.0,208.0,1740.0,534.0,67.0,,,,,,,,,856.0,72.0,50.0,121.0,197.0,3081.0,390.0,3081.0,216.0,174.0,1003.0,0.0,0.0,25.0,9.0,1003.0,350.0,856.0,237.0,1400000US06001410500,06,001,410500,1003.0,145.0,19.0,49.0,93.0,64.0,27.0,410500,21.5,58.9,4.1,12.1,11.2,32.7,2.5,97.5,51.4,86.9,0.0,6.8,56.5,17.3,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,7.0,5.6,0.0,0.0,2.5,0.9,3.4,34.9,27.7,39.6
2631.0,1426.0,122.0,517.0,350.0,188125.0,91.0,2631.0,1333.0,55.0,2693.0,1038.0,16.0,1938.0,2.57,2631.0,673.0,83.0,163.0,288.0,133.0,6.0,,,,,,,,,234.0,31.0,64.0,0.0,28.0,2631.0,491.0,2631.0,370.0,121.0,1022.0,0.0,0.0,35.0,0.0,1022.0,12.0,234.0,52.0,1400000US06001420100,06,001,420100,1022.0,0.0,16.0,20.0,17.0,17.0,10.0,420100,54.2,4.6,19.7,13.3,4.1,3.5,1.5,98.5,52.6,25.6,3.2,6.2,10.9,5.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,14.1,4.6,0.0,0.0,3.4,0.0,3.4,1.2,22.2,7.8
3275.0,1148.0,185.0,1297.0,158.0,140508.0,196.0,3257.0,2036.0,53.0,2402.0,1376.0,73.0,1953.0,2.5,3264.0,1940.0,118.0,583.0,814.0,371.0,54.0,,,,,,,,,779.0,42.0,80.0,6.0,104.0,3275.0,1228.0,3275.0,826.0,402.0,1303.0,0.0,0.0,97.0,0.0,1303.0,34.0,779.0,84.0,1400000US06001420200,06,001,420200,1303.0,70.0,0.0,11.0,39.0,19.0,16.0,420200,35.1,5.6,39.6,4.8,2.6,6.0,5.3,94.7,29.8,59.4,3.6,17.9,24.9,11.4,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,25.2,12.3,0.0,0.0,7.4,0.0,7.4,2.6,10.8,11.9
2645.0,1004.0,64.0,1143.0,230.0,113188.0,107.0,2637.0,1445.0,37.0,2090.0,1144.0,41.0,1977.0,2.39,2637.0,1061.0,162.0,411.0,374.0,65.0,49.0,,,,,,,,,407.0,41.0,37.0,8.0,98.0,2645.0,874.0,2645.0,519.0,355.0,1103.0,0.0,0.0,120.0,0.0,1103.0,45.0,407.0,30.0,1400000US06001420301,06,001,420301,1103.0,75.0,13.0,0.0,0.0,0.0,26.0,420301,38.0,2.4,43.2,8.7,2.6,4.1,3.6,96.4,45.2,40.2,6.1,15.6,14.2,2.5,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,19.6,13.4,0.0,0.0,10.9,0.0,10.9,4.1,7.4,10.3
2446.0,849.0,287.0,834.0,171.0,121538.0,93.0,2446.0,1265.0,25.0,2271.0,992.0,48.0,1951.0,2.59,2446.0,1106.0,42.0,351.0,377.0,263.0,19.0,,,,,,,,,526.0,31.0,53.0,96.0,94.0,2446.0,667.0,2446.0,352.0,315.0,944.0,0.0,11.0,38.0,0.0,944.0,89.0,526.0,99.0,1400000US06001420302,06,001,420302,944.0,3.0,12.0,5.0,17.0,6.0,7.0,420302,34.7,11.7,34.1,7.0,2.0,3.8,4.8,95.2,52.1,45.2,1.7,14.3,15.4,10.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,14.4,12.9,0.0,1.2,4.0,0.0,5.2,9.4,18.8,5.3
1333.0,427.0,0.0,483.0,314.0,72708.0,514.0,1207.0,538.0,0.0,2233.0,493.0,56.0,2002.0,2.76,1207.0,1207.0,320.0,634.0,248.0,5.0,0.0,,,,,,,,,437.0,50.0,6.0,42.0,160.0,1333.0,474.0,1333.0,46.0,428.0,437.0,0.0,0.0,25.0,0.0,437.0,61.0,437.0,124.0,1400000US06001420401,06,001,420401,437.0,40.0,0.0,59.0,4.0,22.0,5.0,420401,32.0,0.0,36.2,23.6,0.0,42.6,11.4,88.6,59.0,100.0,26.5,52.5,20.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,3.5,32.1,0.0,0.0,5.7,0.0,5.7,14.0,28.4,29.7
1661.0,531.0,52.0,536.0,468.0,58835.0,412.0,1522.0,873.0,43.0,2020.0,718.0,71.0,2002.0,2.35,1522.0,1522.0,199.0,975.0,339.0,0.0,0.0,,,,,,,,,647.0,21.0,47.0,91.0,180.0,1661.0,618.0,1661.0,87.0,531.0,647.0,12.0,0.0,46.0,0.0,647.0,75.0,647.0,122.0,1400000US06001420402,06,001,420402,647.0,93.0,33.0,30.0,5.0,5.0,21.0,420402,32.0,3.1,32.3,28.2,4.9,27.1,9.9,90.1,52.4,100.0,13.1,64.1,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2,5.2,32.0,1.9,0.0,7.1,0.0,9.0,11.6,18.9,28.9
2548.0,1245.0,57.0,630.0,404.0,127000.0,163.0,2522.0,1398.0,60.0,2451.0,1024.0,62.0,1944.0,2.63,2528.0,1225.0,93.0,255.0,719.0,127.0,26.0,,,,,,,,,498.0,29.0,41.0,41.0,110.0,2548.0,565.0,2548.0,323.0,242.0,962.0,5.0,0.0,33.0,0.0,962.0,23.0,498.0,73.0,1400000US06001420500,06,001,420500,962.0,13.0,10.0,22.0,7.0,9.0,19.0,420500,48.9,2.2,24.7,15.9,4.3,6.5,6.1,93.9,44.4,48.5,3.7,10.1,28.4,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,12.7,9.5,0.5,0.0,3.4,0.0,4.0,2.4,14.7,8.3
3488.0,2222.0,36.0,491.0,272.0,169868.0,216.0,3480.0,1800.0,76.0,2368.0,1372.0,44.0,1938.0,2.61,3469.0,780.0,147.0,141.0,477.0,15.0,0.0,,,,,,,,,303.0,35.0,7.0,0.0,100.0,3488.0,500.0,3488.0,368.0,132.0,1328.0,0.0,0.0,34.0,0.0,1328.0,41.0,303.0,0.0,1400000US06001420600,06,001,420600,1328.0,27.0,28.0,28.0,18.0,15.0,13.0,420600,63.7,1.0,14.1,7.8,4.2,6.2,3.2,96.8,46.9,22.5,4.2,4.1,13.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,10.6,3.8,0.0,0.0,2.6,0.0,2.6,3.1,0.0,9.7
2108.0,1615.0,35.0,217.0,111.0,234243.0,86.0,2108.0,1185.0,75.0,1958.0,857.0,22.0,1938.0,2.52,2108.0,304.0,35.0,112.0,127.0,30.0,0.0,,,,,,,,,104.0,13.0,0.0,0.0,0.0,2108.0,327.0,2108.0,261.0,66.0,835.0,0.0,5.0,0.0,0.0,835.0,20.0,104.0,16.0,1400000US06001421100,06,001,421100,835.0,11.0,6.0,21.0,0.0,0.0,9.0,421100,76.6,1.7,10.3,5.3,6.3,4.1,2.6,97.4,12.5,14.4,1.7,5.3,6.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,12.4,3.1,0.0,0.6,0.0,0.0,0.6,2.4,15.4,5.6
3557.0,2473.0,24.0,710.0,70.0,247171.0,11.0,3547.0,1761.0,81.0,3153.0,1466.0,67.0,1938.0,2.54,3557.0,199.0,30.0,33.0,104.0,0.0,0.0,,,,,,,,,74.0,7.0,6.0,0.0,5.0,3557.0,960.0,3557.0,735.0,225.0,1399.0,0.0,0.0,0.0,0.0,1399.0,26.0,74.0,18.0,1400000US06001421200,06,001,421200,1399.0,0.0,0.0,0.0,11.0,0.0,19.0,421200,69.5,0.7,20.0,2.0,4.6,0.3,4.6,95.4,24.3,5.6,0.8,0.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,20.7,6.3,0.0,0.0,0.0,0.0,0.0,1.9,24.3,2.1
4011.0,2907.0,7.0,578.0,115.0,130500.0,221.0,3999.0,2092.0,82.0,1109.0,1819.0,11.0,1938.0,2.22,4011.0,635.0,0.0,163.0,251.0,80.0,74.0,,,,,,,,,385.0,27.0,8.0,18.0,98.0,4011.0,742.0,4011.0,588.0,154.0,1808.0,0.0,0.0,0.0,0.0,1808.0,13.0,385.0,59.0,1400000US06001421300,06,001,421300,1808.0,140.0,7.0,17.0,30.0,154.0,12.0,421300,72.5,0.2,14.4,2.9,3.9,5.5,0.6,99.4,39.2,15.8,0.0,4.1,6.3,2.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,14.7,3.8,0.0,0.0,0.0,0.0,0.0,0.7,15.3,19.9
1638.0,1270.0,31.0,114.0,147.0,208500.0,123.0,1631.0,798.0,0.0,2536.0,692.0,72.0,1938.0,2.64,1638.0,152.0,6.0,83.0,54.0,4.0,5.0,,,,,,,,,62.0,0.0,5.0,7.0,9.0,1638.0,247.0,1638.0,156.0,91.0,620.0,0.0,0.0,0.0,0.0,620.0,40.0,62.0,14.0,1400000US06001421400,06,001,421400,620.0,9.0,0.0,29.0,0.0,14.0,5.0,421400,77.5,1.9,7.0,9.0,0.0,7.5,10.4,89.6,33.9,9.3,0.4,5.1,3.3,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,9.5,5.6,0.0,0.0,0.0,0.0,0.0,6.5,22.6,9.2
4064.0,3312.0,65.0,368.0,185.0,201950.0,233.0,4000.0,2058.0,111.0,2869.0,1636.0,71.0,1945.0,2.58,4034.0,682.0,73.0,353.0,139.0,61.0,33.0,,,,,,,,,271.0,10.0,9.0,48.0,32.0,4064.0,616.0,4064.0,444.0,172.0,1565.0,0.0,10.0,0.0,0.0,1565.0,37.0,271.0,12.0,1400000US06001421500,06,001,421500,1565.0,32.0,9.0,9.0,17.0,28.0,16.0,421500,81.5,1.6,9.1,4.6,5.4,5.8,4.3,95.7,36.5,16.9,1.8,8.8,3.4,1.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,10.9,4.2,0.0,0.6,0.0,0.0,0.6,2.4,4.4,7.1
3854.0,2746.0,93.0,428.0,150.0,218390.0,337.0,3817.0,1903.0,88.0,1917.0,1671.0,178.0,1948.0,2.55,3809.0,706.0,107.0,317.0,152.0,99.0,22.0,,,,,,,,,249.0,0.0,0.0,47.0,54.0,3854.0,754.0,3854.0,582.0,172.0,1493.0,11.0,9.0,6.0,0.0,1493.0,41.0,249.0,44.0,1400000US06001421600,06,001,421600,1493.0,49.0,21.0,10.0,17.0,10.0,9.0,421600,71.3,2.4,11.1,3.9,4.6,8.8,10.7,89.3,40.6,18.5,2.8,8.3,4.0,2.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,15.1,4.5,0.7,0.6,0.4,0.0,1.7,2.7,17.7,7.8
