total_pop,pop_white_non_hisp,pop_black,pop_asian,pop_hispanic,median_hh_income,pop_poverty,pop_poverty_total,labor_force,unemployed,median_gross_rent,housing_units_total,housing_units_vacant,median_year_built,avg_household_size,lor_total,lor_2019_or_later,lor_2015_2018,lor_2010_2014,lor_2000_2009,lor_1990_1999,lor_1989_or_earlier,lang_total,lang_english_only,lang_spanish,lang_french,lang_chinese,lang_vietnamese,lang_tagalog,lang_korean,renter_households_total,burden_30_35,burden_35_40,burden_40_50,burden_50_plus,nativity_total,pop_foreign_born,citizenship_total,pop_naturalized,pop_noncitizen,hh_lang_total,hh_limited_eng_spanish,hh_limited_eng_indoeuropean,hh_limited_eng_apilang,hh_limited_eng_other,pub_assist_total,pub_assist_or_snap,renter_hh_total,renter_hh_no_vehicle,GEO_ID,state,county,tract,inc_dist_total,inc_under_10k,inc_10_15k,inc_15_20k,inc_20_25k,inc_25_30k,inc_30_35k,id,pct_white,pct_black,pct_asian,pct_hispanic,unemployment,poverty_rate,vacancy_rate,occupancy_rate,rent_burden,pct_lor_2019_or_later,pct_lor_2015_2018,pct_lor_2010_2014,pct_lor_2000_2009,pct_lor_1990_1999,pct_lor_1989_or_earlier,pct_lang_english_only,pct_lang_spanish,pct_lang_french,pct_lang_chinese,pct_lang_vietnamese,pct_lang_tagalog,pct_lang_korean,pct_foreign_born,pct_naturalized,pct_noncitizen,pct_limited_eng_spanish,pct_limited_eng_indoeuropean,pct_limited_eng_apilang,pct_limited_eng_other,pct_limited_eng_any,pct_pub_assist_or_snap,pct_renter_no_vehicle,pct_under_35k
5865.0,2114.0,830.0,812.0,1618.0,106250.0,426.0,5712.0,3100.0,41.0,2648.0,2567.0,105.0,1975.0,2.33,5739.0,2896.0,309.0,693.0,1429.0,345.0,59.0,,,,,,,,,1324.0,229.0,57.0,288.0,308.0,5865.0,1158.0,5865.0,841.0,317.0,2462.0,0.0,0.0,55.0,0.0,2462.0,222.0,1324.0,183.0,1400000US06001431200,06,001,431200,2462.0,116.0,0.0,46.0,47.0,17.0,47.0,431200,36.0,14.2,13.8,27.6,1.3,7.5,4.1,95.9,66.6,50.5,5.4,12.1,24.9,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,14.3,5.4,0.0,0.0,2.2,0.0,2.2,9.0,13.8,11.1
3892.0,1260.0,949.0,460.0,961.0,172278.0,178.0,3812.0,2214.0,39.0,2294.0,1401.0,48.0,1938.0,2.86,3874.0,971.0,220.0,256.0,304.0,169.0,0.0,,,,,,,,,371.0,24.0,23.0,28.0,75.0,3892.0,613.0,3892.0,433.0,180.0,1353.0,36.0,0.0,0.0,0.0,1353.0,126.0,371.0,0.0,1400000US06001432100,06,001,432100,1353.0,10.0,0.0,15.0,0.0,77.0,7.0,432100,32.4,24.4,11.8,24.7,1.8,4.7,3.4,96.6,40.4,25.1,5.7,6.6,7.8,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,11.1,4.6,2.7,0.0,0.0,0.0,2.7,9.3,0.0,8.1
3987.0,1058.0,389.0,609.0,1469.0,94276.0,501.0,3962.0,2022.0,99.0,2129.0,1648.0,121.0,1950.0,2.56,3913.0,1687.0,43.0,432.0,879.0,258.0,43.0,,,,,,,,,810.0,114.0,9.0,82.0,207.0,3987.0,1163.0,3987.0,716.0,447.0,1527.0,60.0,0.0,51.0,0.0,1527.0,97.0,810.0,194.0,1400000US06001432200,06,001,432200,1527.0,111.0,78.0,62.0,73.0,32.0,49.0,432200,26.5,9.8,15.3,36.8,4.9,12.6,7.3,92.7,50.9,43.1,1.1,11.0,22.5,6.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,18.0,11.2,3.9,0.0,3.3,0.0,7.3,6.4,24.0,26.5
4874.0,1214.0,614.0,1248.0,1463.0,154028.0,339.0,4874.0,2935.0,149.0,1644.0,1779.0,66.0,1944.0,2.84,4865.0,1565.0,7.0,200.0,664.0,347.0,347.0,,,,,,,,,548.0,44.0,9.0,32.0,134.0,4874.0,1429.0,4874.0,772.0,657.0,1713.0,12.0,0.0,62.0,0.0,1713.0,142.0,548.0,42.0,1400000US06001432300,06,001,432300,1713.0,40.0,94.0,34.0,39.0,34.0,53.0,432300,24.9,12.6,25.6,30.0,5.1,7.0,3.7,96.3,40.0,32.2,0.1,4.1,13.6,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,15.8,13.5,0.7,0.0,3.6,0.0,4.3,8.3,7.7,17.2
6346.0,801.0,280.0,1286.0,3501.0,82424.0,469.0,6329.0,3382.0,236.0,2150.0,1738.0,0.0,1955.0,3.65,6340.0,2903.0,228.0,579.0,632.0,1414.0,22.0,,,,,,,,,829.0,72.0,0.0,98.0,270.0,6346.0,2521.0,6346.0,1220.0,1301.0,1738.0,55.0,11.0,59.0,0.0,1738.0,173.0,829.0,125.0,1400000US06001432400,06,001,432400,1738.0,34.0,35.0,70.0,53.0,69.0,49.0,432400,12.6,4.4,20.3,55.2,7.0,7.4,0.0,100.0,53.1,45.8,3.6,9.1,10.0,22.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7,19.2,20.5,3.2,0.6,3.4,0.0,7.2,10.0,15.1,17.8
4892.0,989.0,183.0,2068.0,1356.0,112531.0,271.0,4878.0,3019.0,86.0,1848.0,1449.0,28.0,1954.0,3.44,4892.0,1938.0,0.0,269.0,1233.0,421.0,0.0,,,,,,,,,600.0,21.0,14.0,88.0,97.0,4892.0,2506.0,4892.0,1278.0,1228.0,1421.0,47.0,0.0,208.0,0.0,1421.0,249.0,600.0,98.0,1400000US06001432501,06,001,432501,1421.0,37.0,34.0,23.0,0.0,20.0,53.0,432501,20.2,3.7,42.3,27.7,2.8,5.6,1.9,98.1,36.7,39.6,0.0,5.5,25.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.2,26.1,25.1,3.3,0.0,14.6,0.0,17.9,17.5,16.3,11.8
5126.0,554.0,993.0,1889.0,1544.0,97412.0,698.0,5076.0,3043.0,158.0,1976.0,1505.0,93.0,1965.0,3.61,5098.0,2776.0,50.0,501.0,1869.0,289.0,67.0,,,,,,,,,807.0,68.0,16.0,16.0,353.0,5126.0,2385.0,5126.0,1430.0,955.0,1412.0,18.0,36.0,89.0,0.0,1412.0,164.0,807.0,89.0,1400000US06001432502,06,001,432502,1412.0,28.0,72.0,107.0,32.0,90.0,0.0,432502,10.8,19.4,36.9,30.1,5.2,13.8,6.2,93.8,56.1,54.5,1.0,9.8,36.7,5.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,27.9,18.6,1.3,2.5,6.3,0.0,10.1,11.6,11.0,23.3
4092.0,985.0,907.0,968.0,1015.0,91767.0,419.0,4070.0,2477.0,94.0,2151.0,1943.0,176.0,1981.0,2.26,3987.0,2655.0,108.0,339.0,1894.0,299.0,0.0,,,,,,,,,1100.0,52.0,84.0,175.0,291.0,4092.0,1000.0,4092.0,803.0,197.0,1767.0,41.0,10.0,45.0,0.0,1767.0,55.0,1100.0,157.0,1400000US06001432601,06,001,432601,1767.0,57.0,102.0,35.0,14.0,46.0,83.0,432601,24.1,22.2,23.7,24.8,3.8,10.3,9.1,90.9,54.7,66.6,2.7,8.5,47.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,19.6,4.8,2.3,0.6,2.5,0.0,5.4,3.1,14.3,19.1
3123.0,443.0,790.0,812.0,929.0,109274.0,90.0,2985.0,1934.0,35.0,1898.0,1335.0,59.0,1966.0,2.33,2973.0,2240.0,59.0,582.0,1226.0,298.0,75.0,,,,,,,,,908.0,13.0,36.0,12.0,241.0,3123.0,916.0,3123.0,561.0,355.0,1276.0,60.0,0.0,45.0,0.0,1276.0,150.0,908.0,116.0,1400000US06001432602,06,001,432602,1276.0,31.0,17.0,52.0,43.0,26.0,10.0,432602,14.2,25.3,26.0,29.7,1.8,3.0,4.4,95.6,33.3,75.3,2.0,19.6,41.2,10.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,18.0,11.4,4.7,0.0,3.5,0.0,8.2,11.8,12.8,14.0
2755.0,1445.0,135.0,532.0,586.0,92128.0,169.0,2755.0,1637.0,210.0,2116.0,1026.0,46.0,1945.0,2.81,2755.0,441.0,0.0,105.0,310.0,0.0,12.0,,,,,,,,,229.0,21.0,33.0,22.0,101.0,2755.0,600.0,2755.0,336.0,264.0,980.0,23.0,0.0,26.0,0.0,980.0,57.0,229.0,14.0,1400000US06001432700,06,001,432700,980.0,47.0,12.0,10.0,0.0,51.0,68.0,432700,52.5,4.9,19.3,21.3,12.8,6.1,4.5,95.5,77.3,16.0,0.0,3.8,11.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,12.2,9.6,2.3,0.0,2.7,0.0,5.0,5.8,6.1,19.2
3862.0,1432.0,264.0,1301.0,535.0,135313.0,75.0,3847.0,2044.0,101.0,2880.0,1585.0,173.0,1963.0,2.72,3834.0,756.0,32.0,198.0,427.0,0.0,87.0,,,,,,,,,245.0,20.0,0.0,26.0,0.0,3862.0,1025.0,3862.0,722.0,303.0,1412.0,0.0,0.0,82.0,0.0,1412.0,91.0,245.0,0.0,1400000US06001432800,06,001,432800,1412.0,21.0,0.0,108.0,42.0,12.0,12.0,432800,37.1,6.8,33.7,13.9,4.9,1.9,10.9,89.1,18.8,19.7,0.8,5.2,11.1,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,18.7,7.8,0.0,0.0,5.8,0.0,5.8,6.4,0.0,13.8
3799.0,1349.0,309.0,1233.0,601.0,96237.0,340.0,3788.0,1994.0,80.0,2643.0,1430.0,76.0,1948.0,2.8,3788.0,1102.0,24.0,272.0,686.0,6.0,0.0,,,,,,,,,395.0,107.0,0.0,34.0,58.0,3799.0,1200.0,3799.0,891.0,309.0,1354.0,35.0,19.0,108.0,0.0,1354.0,105.0,395.0,20.0,1400000US06001433000,06,001,433000,1354.0,47.0,24.0,38.0,5.0,40.0,0.0,433000,35.5,8.1,32.5,15.8,4.0,9.0,5.3,94.7,50.4,29.1,0.6,7.2,18.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,23.5,8.1,2.6,1.4,8.0,0.0,12.0,7.8,5.1,11.4
4445.0,332.0,309.0,2363.0,1293.0,120577.0,126.0,4429.0,2477.0,32.0,2113.0,1344.0,40.0,1958.0,3.39,4423.0,926.0,89.0,89.0,501.0,219.0,28.0,,,,,,,,,368.0,0.0,70.0,111.0,28.0,4445.0,2077.0,4445.0,1384.0,693.0,1304.0,44.0,0.0,191.0,0.0,1304.0,136.0,368.0,14.0,1400000US06001433102,06,001,433102,1304.0,18.0,0.0,32.0,19.0,9.0,15.0,433102,7.5,7.0,53.2,29.1,1.3,2.8,3.0,97.0,56.8,20.9,2.0,2.0,11.3,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7,31.1,15.6,3.4,0.0,14.6,0.0,18.0,10.4,3.8,7.1
3552.0,459.0,406.0,1080.0,1425.0,72813.0,476.0,3552.0,2178.0,143.0,1904.0,1521.0,121.0,1964.0,2.54,3552.0,2723.0,94.0,333.0,1517.0,680.0,78.0,,,,,,,,,1091.0,130.0,57.0,40.0,350.0,3552.0,1729.0,3552.0,722.0,1007.0,1400.0,134.0,0.0,86.0,22.0,1400.0,268.0,1091.0,41.0,1400000US06001433103,06,001,433103,1400.0,103.0,52.0,17.0,157.0,50.0,20.0,433103,12.9,11.4,30.4,40.1,6.6,13.4,8.0,92.0,52.9,76.7,2.6,9.4,42.7,19.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.7,20.3,28.4,9.6,0.0,6.1,1.6,17.3,19.1,3.8,28.5
4398.0,1042.0,766.0,431.0,1673.0,75841.0,463.0,4397.0,2194.0,72.0,1958.0,1795.0,78.0,1975.0,2.56,4393.0,2911.0,252.0,600.0,1091.0,834.0,83.0,,,,,,,,,1129.0,152.0,97.0,136.0,385.0,4398.0,1389.0,4398.0,664.0,725.0,1717.0,52.0,9.0,75.0,46.0,1717.0,375.0,1129.0,222.0,1400000US06001433104,06,001,433104,1717.0,105.0,39.0,72.0,15.0,29.0,100.0,433104,23.7,17.4,9.8,38.0,3.3,10.5,4.3,95.7,68.2,66.3,5.7,13.7,24.8,19.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,15.1,16.5,3.0,0.5,4.4,2.7,10.6,21.8,19.7,21.0
8120.0,829.0,790.0,3361.0,2671.0,78701.0,1077.0,8040.0,4442.0,219.0,1659.0,2792.0,163.0,1964.0,3.03,7968.0,4127.0,39.0,1206.0,2343.0,382.0,115.0,,,,,,,,,1433.0,227.0,32.0,38.0,476.0,8120.0,3602.0,8120.0,1767.0,1835.0,2629.0,189.0,71.0,358.0,19.0,2629.0,413.0,1433.0,199.0,1400000US06001433200,06,001,433200,2629.0,75.0,213.0,86.0,81.0,174.0,151.0,433200,10.2,9.7,41.4,32.9,4.9,13.4,5.8,94.2,53.9,51.8,0.5,15.1,29.4,4.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.4,21.8,22.6,7.2,2.7,13.6,0.7,24.2,15.7,13.9,29.7
7367.0,1355.0,37.0,3611.0,2003.0,103792.0,356.0,7367.0,4137.0,325.0,2671.0,2029.0,30.0,1955.0,3.66,7307.0,1772.0,188.0,349.0,524.0,514.0,140.0,,,,,,,,,378.0,0.0,24.0,13.0,46.0,7367.0,3229.0,7367.0,2163.0,1066.0,1999.0,16.0,15.0,329.0,0.0,1999.0,275.0,378.0,15.0,1400000US06001433300,06,001,433300,1999.0,58.0,33.0,16.0,60.0,15.0,14.0,433300,18.4,0.5,49.0,27.2,7.9,4.8,1.5,98.5,22.0,24.3,2.6,4.8,7.2,7.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,29.4,14.5,0.8,0.8,16.5,0.0,18.0,13.8,4.0,9.8
6040.0,810.0,514.0,3751.0,472.0,113633.0,229.0,5945.0,3418.0,113.0,2897.0,2241.0,84.0,1981.0,2.8,6033.0,2015.0,208.0,407.0,1215.0,157.0,0.0,,,,,,,,,582.0,0.0,7.0,96.0,37.0,6040.0,2552.0,6040.0,1668.0,884.0,2157.0,20.0,13.0,310.0,0.0,2157.0,168.0,582.0,32.0,1400000US06001433400,06,001,433400,2157.0,91.0,0.0,63.0,0.0,64.0,48.0,433400,13.4,8.5,62.1,7.8,3.3,3.9,3.7,96.3,24.1,33.4,3.4,6.7,20.1,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,27.6,14.6,0.9,0.6,14.4,0.0,15.9,7.8,5.5,12.3
4311.0,1078.0,126.0,2083.0,903.0,86250.0,479.0,4303.0,2478.0,206.0,2096.0,1598.0,98.0,1957.0,2.87,4298.0,673.0,56.0,131.0,486.0,0.0,0.0,,,,,,,,,268.0,46.0,25.0,21.0,73.0,4311.0,1830.0,4311.0,1330.0,500.0,1500.0,27.0,6.0,311.0,0.0,1500.0,130.0,268.0,0.0,1400000US06001433500,06,001,433500,1500.0,94.0,17.0,47.0,100.0,32.0,217.0,433500,25.0,2.9,48.3,20.9,8.3,11.1,6.1,93.9,61.6,15.7,1.3,3.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4,30.9,11.6,1.8,0.4,20.7,0.0,22.9,8.7,0.0,33.8
5844.0,1656.0,296.0,2386.0,1156.0,85886.0,714.0,5844.0,2974.0,107.0,1756.0,2244.0,70.0,1959.0,2.69,5844.0,1817.0,0.0,539.0,695.0,382.0,201.0,,,,,,,,,841.0,233.0,27.0,12.0,200.0,5844.0,2170.0,5844.0,1624.0,546.0,2174.0,12.0,0.0,468.0,0.0,2174.0,272.0,841.0,295.0,1400000US06001433600,06,001,433600,2174.0,35.0,195.0,26.0,152.0,62.0,10.0,433600,28.3,5.1,40.8,19.8,3.6,12.2,3.1,96.9,56.1,31.1,0.0,9.2,11.9,6.5,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1,27.8,9.3,0.6,0.0,21.5,0.0,22.1,12.5,35.1,22.1
3125.0,392.0,85.0,633.0,1623.0,81992.0,654.0,3119.0,1654.0,83.0,2137.0,1044.0,64.0,1956.0,3.14,3082.0,1310.0,37.0,214.0,681.0,321.0,53.0,,,,,,,,,438.0,13.0,72.0,45.0,113.0,3125.0,1184.0,3125.0,779.0,405.0,980.0,32.0,0.0,55.0,0.0,980.0,186.0,438.0,18.0,1400000US06001433700,06,001,433700,980.0,119.0,47.0,32.0,31.0,9.0,5.0,433700,12.5,2.7,20.3,51.9,5.0,21.0,6.1,93.9,55.5,42.5,1.2,6.9,22.1,10.4,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9,24.9,13.0,3.3,0.0,5.6,0.0,8.9,19.0,4.1,24.8
3528.0,308.0,472.0,1010.0,1645.0,94254.0,282.0,3423.0,2170.0,196.0,2037.0,1072.0,0.0,1960.0,3.17,3396.0,2207.0,102.0,373.0,1348.0,380.0,4.0,,,,,,,,,685.0,140.0,49.0,0.0,211.0,3528.0,1748.0,3528.0,683.0,1065.0,1072.0,4.0,0.0,79.0,0.0,1072.0,210.0,685.0,0.0,1400000US06001433801,06,001,433801,1072.0,33.0,3.0,47.0,29.0,33.0,0.0,433801,8.7,13.4,28.6,46.6,9.0,8.2,0.0,100.0,58.4,65.0,3.0,11.0,39.7,11.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,19.4,30.2,0.4,0.0,7.4,0.0,7.7,19.6,0.0,13.5
4301.0,340.0,541.0,2307.0,896.0,100784.0,360.0,4301.0,2422.0,90.0,2173.0,1552.0,82.0,1959.0,2.92,4299.0,1524.0,20.0,690.0,576.0,238.0,0.0,,,,,,,,,557.0,82.0,0.0,38.0,78.0,4301.0,1864.0,4301.0,1292.0,572.0,1470.0,0.0,149.0,116.0,0.0,1470.0,129.0,557.0,89.0,1400000US06001433802,06,001,433802,1470.0,34.0,10.0,216.0,29.0,16.0,0.0,433802,7.9,12.6,53.6,20.8,3.7,8.4,5.3,94.7,35.5,35.5,0.5,16.1,13.4,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3,30.0,13.3,0.0,10.1,7.9,0.0,18.0,8.8,16.0,20.7
7187.0,623.0,1892.0,885.0,3058.0,70552.0,1122.0,7163.0,3435.0,270.0,1975.0,2335.0,41.0,1971.0,3.11,7145.0,5977.0,292.0,1392.0,3809.0,484.0,0.0,,,,,,,,,1857.0,105.0,117.0,175.0,625.0,7187.0,2242.0,7187.0,786.0,1456.0,2294.0,391.0,20.0,146.0,0.0,2294.0,617.0,1857.0,98.0,1400000US06001433900,06,001,433900,2294.0,148.0,26.0,107.0,25.0,49.0,16.0,433900,8.7,26.3,12.3,42.5,7.9,15.7,1.8,98.2,55.0,83.7,4.1,19.5,53.3,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,10.9,20.3,17.0,0.9,6.4,0.0,24.3,26.9,5.3,16.2
5166.0,910.0,679.0,1062.0,2335.0,48023.0,1242.0,5132.0,2617.0,196.0,1702.0,1892.0,226.0,1964.0,3.07,5116.0,3125.0,256.0,593.0,1743.0,433.0,100.0,,,,,,,,,1113.0,66.0,45.0,92.0,400.0,5166.0,2067.0,5166.0,908.0,1159.0,1666.0,192.0,18.0,85.0,16.0,1666.0,388.0,1113.0,273.0,1400000US06001434000,06,001,434000,1666.0,222.0,137.0,61.0,123.0,46.0,80.0,434000,17.6,13.1,20.6,45.2,7.5,24.2,11.9,88.1,54.2,61.1,5.0,11.6,34.1,8.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17.6,22.4,11.5,1.1,5.1,1.0,18.7,23.3,24.5,40.2
6137.0,1519.0,888.0,1337.0,1655.0,138859.0,503.0,4771.0,3389.0,310.0,2822.0,1773.0,130.0,1983.0,2.89,4745.0,1339.0,0.0,674.0,623.0,42.0,0.0,,,,,,,,,466.0,39.0,26.0,0.0,77.0,6137.0,1570.0,6137.0,1068.0,502.0,1643.0,0.0,0.0,45.0,10.0,1643.0,28.0,466.0,7.0,1400000US06001435102,06,001,435102,1643.0,33.0,0.0,0.0,7.0,20.0,0.0,435102,24.8,14.5,21.8,27.0,9.1,10.5,7.3,92.7,30.5,28.2,0.0,14.2,13.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,17.4,8.2,0.0,0.0,2.7,0.6,3.3,1.7,1.5,3.7
7774.0,2699.0,575.0,3170.0,487.0,232569.0,238.0,7747.0,4347.0,168.0,,2533.0,72.0,1993.0,3.14,7725.0,293.0,0.0,115.0,112.0,66.0,0.0,,,,,,,,,113.0,0.0,0.0,0.0,0.0,7774.0,2905.0,7774.0,2361.0,544.0,2461.0,0.0,0.0,90.0,0.0,2461.0,82.0,113.0,18.0,1400000US06001435103,06,001,435103,2461.0,64.0,14.0,0.0,21.0,0.0,17.0,435103,34.7,7.4,40.8,6.3,3.9,3.1,2.8,97.2,0.0,3.8,0.0,1.5,1.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4,30.4,7.0,0.0,0.0,3.7,0.0,3.7,3.3,15.9,4.7
6856.0,1055.0,506.0,2739.0,2116.0,112692.0,452.0,6839.0,4064.0,130.0,2304.0,2541.0,69.0,1983.0,2.77,6849.0,4151.0,227.0,1042.0,2419.0,413.0,40.0,,,,,,,,,1556.0,166.0,77.0,180.0,353.0,6856.0,3129.0,6856.0,1700.0,1429.0,2472.0,216.0,0.0,34.0,0.0,2472.0,356.0,1556.0,109.0,1400000US06001435104,06,001,435104,2472.0,20.0,36.0,62.0,23.0,9.0,125.0,435104,15.4,7.4,40.0,30.9,3.2,6.6,2.7,97.3,49.9,60.6,3.3,15.2,35.3,6.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.6,24.8,20.8,8.7,0.0,1.4,0.0,10.1,14.4,7.0,11.1
4647.0,1073.0,1039.0,1017.0,1261.0,134167.0,259.0,4585.0,2225.0,137.0,3059.0,1499.0,57.0,1978.0,3.11,4491.0,956.0,122.0,239.0,480.0,95.0,20.0,,,,,,,,,267.0,59.0,12.0,40.0,15.0,4647.0,1291.0,4647.0,820.0,471.0,1442.0,7.0,14.0,17.0,0.0,1442.0,103.0,267.0,10.0,1400000US06001435200,06,001,435200,1442.0,11.0,43.0,10.0,0.0,51.0,0.0,435200,23.1,22.4,21.9,27.1,6.2,5.6,3.8,96.2,47.2,21.3,2.7,5.3,10.7,2.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,17.6,10.1,0.5,1.0,1.2,0.0,2.6,7.1,3.7,8.0
4812.0,1068.0,728.0,889.0,1622.0,89205.0,380.0,4438.0,2602.0,98.0,2215.0,1788.0,101.0,1965.0,2.63,4444.0,2288.0,0.0,779.0,1198.0,288.0,7.0,,,,,,,,,907.0,118.0,43.0,14.0,330.0,4812.0,1466.0,4812.0,961.0,505.0,1687.0,60.0,16.0,24.0,0.0,1687.0,152.0,907.0,64.0,1400000US06001435300,06,001,435300,1687.0,46.0,0.0,0.0,37.0,50.0,17.0,435300,22.2,15.1,18.5,33.7,3.8,8.6,5.6,94.4,55.7,51.5,0.0,17.5,27.0,6.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,20.0,10.5,3.6,0.9,1.4,0.0,5.9,9.0,7.1,8.9
5048.0,1173.0,797.0,917.0,1644.0,80816.0,833.0,4969.0,2815.0,184.0,2024.0,2272.0,354.0,1972.0,2.54,4874.0,2926.0,34.0,1351.0,1199.0,199.0,79.0,,,,,,,,,1256.0,136.0,66.0,35.0,492.0,5048.0,1482.0,5048.0,871.0,611.0,1918.0,88.0,7.0,113.0,0.0,1918.0,215.0,1256.0,329.0,1400000US06001435400,06,001,435400,1918.0,182.0,110.0,106.0,52.0,66.0,24.0,435400,23.2,15.8,18.2,32.6,6.5,16.8,15.6,84.4,58.0,60.0,0.7,27.7,24.6,4.1,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,17.3,12.1,4.6,0.4,5.9,0.0,10.8,11.2,26.2,28.2
4153.0,1098.0,522.0,311.0,1986.0,75139.0,710.0,4117.0,2160.0,119.0,2170.0,1429.0,26.0,1959.0,2.88,4039.0,2981.0,0.0,391.0,1565.0,930.0,79.0,,,,,,,,,987.0,19.0,70.0,61.0,385.0,4153.0,1181.0,4153.0,372.0,809.0,1403.0,142.0,0.0,61.0,0.0,1403.0,321.0,987.0,129.0,1400000US06001435500,06,001,435500,1403.0,109.0,65.0,37.0,18.0,45.0,28.0,435500,26.4,12.6,7.5,47.8,5.5,17.2,1.8,98.2,54.2,73.8,0.0,9.7,38.7,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,9.0,19.5,10.1,0.0,4.3,0.0,14.5,22.9,13.1,21.5
5449.0,666.0,566.0,765.0,3092.0,81788.0,544.0,5348.0,2754.0,55.0,2010.0,1569.0,36.0,1967.0,3.43,5265.0,4020.0,328.0,904.0,2360.0,263.0,120.0,,,,,,,,,1101.0,122.0,142.0,87.0,254.0,5449.0,2181.0,5449.0,1063.0,1118.0,1533.0,198.0,12.0,50.0,0.0,1533.0,372.0,1101.0,84.0,1400000US06001435601,06,001,435601,1533.0,57.0,83.0,10.0,63.0,30.0,49.0,435601,12.2,10.4,14.0,56.7,2.0,10.2,2.3,97.7,55.0,76.4,6.2,17.2,44.8,5.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,19.5,20.5,12.9,0.8,3.3,0.0,17.0,24.3,7.6,19.0
5671.0,1123.0,763.0,491.0,2970.0,86099.0,516.0,5542.0,2650.0,181.0,2051.0,1756.0,119.0,1959.0,3.2,5245.0,3846.0,80.0,942.0,1919.0,345.0,426.0,,,,,,,,,1151.0,169.0,34.0,54.0,250.0,5671.0,1515.0,5671.0,792.0,723.0,1637.0,82.0,24.0,37.0,0.0,1637.0,292.0,1151.0,98.0,1400000US06001435602,06,001,435602,1637.0,24.0,22.0,46.0,10.0,22.0,93.0,435602,19.8,13.5,8.7,52.4,6.8,9.3,6.8,93.2,44.0,73.3,1.5,18.0,36.6,6.6,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,14.0,12.7,5.0,1.5,2.3,0.0,8.7,17.8,8.5,13.3
4819.0,1015.0,117.0,944.0,2414.0,98125.0,275.0,4819.0,2421.0,179.0,1888.0,1503.0,24.0,1956.0,3.24,4788.0,1449.0,25.0,129.0,832.0,424.0,39.0,,,,,,,,,439.0,58.0,35.0,15.0,117.0,4819.0,1647.0,4819.0,1137.0,510.0,1479.0,27.0,11.0,64.0,0.0,1479.0,234.0,439.0,0.0,1400000US06001435700,06,001,435700,1479.0,26.0,46.0,10.0,0.0,29.0,33.0,435700,21.1,2.4,19.6,50.1,7.4,5.7,1.6,98.4,51.3,30.3,0.5,2.7,17.4,8.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,23.6,10.6,1.8,0.7,4.3,0.0,6.9,15.8,0.0,9.7
