total_pop,pop_white_non_hisp,pop_black,pop_asian,pop_hispanic,median_hh_income,pop_poverty,pop_poverty_total,labor_force,unemployed,median_gross_rent,housing_units_total,housing_units_vacant,median_year_built,avg_household_size,renter_households_total,burden_30_35,burden_35_40,burden_40_50,burden_50_plus,state,county,tract,id,pct_white,pct_black,pct_asian,pct_hispanic,unemployment,poverty_rate,vacancy_rate,occupancy_rate,rent_burden
439.0,232.0,72.0,61.0,26.0,149539.0,36.0,439.0,361.0,10.0,2001.0,348.0,75.0,2003.0,1.55,165.0,4.0,16.0,0.0,23.0,06,001,983200,983200,52.8,16.4,13.9,5.9,2.8,8.2,21.6,78.4,26.1
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,06,001,990000,990000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2955.0,2211.0,25.0,370.0,181.0,135167.0,116.0,2955.0,1493.0,66.0,1657.0,1381.0,93.0,1939.0,2.29,248.0,10.0,36.0,10.0,43.0,06,001,423800,423800,74.8,0.8,12.5,6.1,4.4,3.9,6.7,93.3,39.9
4696.0,3129.0,42.0,925.0,384.0,179750.0,71.0,4672.0,2492.0,176.0,1765.0,1723.0,117.0,1939.0,2.92,249.0,18.0,9.0,9.0,8.0,06,001,426200,426200,66.6,0.9,19.7,8.2,7.1,1.5,6.8,93.2,17.7
3518.0,1307.0,59.0,1345.0,655.0,64653.0,427.0,3516.0,2182.0,267.0,1173.0,1405.0,56.0,1942.0,2.6,1116.0,92.0,14.0,33.0,263.0,06,001,428000,428000,37.2,1.7,38.2,18.6,12.2,12.1,4.0,96.0,36.0
3610.0,2208.0,477.0,483.0,235.0,104000.0,178.0,3600.0,1836.0,161.0,1495.0,1330.0,106.0,1958.0,2.94,194.0,10.0,9.0,17.0,20.0,06,001,430300,430300,61.2,13.2,13.4,6.5,8.8,4.9,8.0,92.0,28.9
5263.0,2509.0,349.0,992.0,1130.0,45840.0,807.0,5204.0,2866.0,438.0,1393.0,2634.0,213.0,1967.0,2.15,1201.0,75.0,52.0,138.0,463.0,06,001,431200,431200,47.7,6.6,18.8,21.5,15.3,15.5,8.1,91.9,60.6
3761.0,1675.0,606.0,407.0,688.0,84375.0,207.0,3761.0,2155.0,199.0,987.0,1417.0,33.0,1939.0,2.71,291.0,31.0,0.0,43.0,111.0,06,001,432100,432100,44.5,16.1,10.8,18.3,9.2,5.5,2.3,97.7,63.6
4273.0,877.0,498.0,1051.0,1556.0,66649.0,313.0,4273.0,2488.0,245.0,1079.0,1674.0,110.0,1947.0,2.73,547.0,45.0,30.0,67.0,117.0,06,001,432300,432300,20.5,11.7,24.6,36.4,9.8,7.3,6.6,93.4,47.3
7100.0,1702.0,1478.0,1380.0,1999.0,50387.0,702.0,6899.0,3703.0,402.0,1236.0,2962.0,145.0,1964.0,2.41,1989.0,229.0,113.0,163.0,567.0,06,001,432600,432600,24.0,20.8,19.4,28.2,10.9,10.2,4.9,95.1,53.9
3573.0,1584.0,1209.0,212.0,380.0,69353.0,541.0,3569.0,2322.0,227.0,1124.0,1678.0,104.0,1939.0,2.26,905.0,17.0,61.0,57.0,244.0,06,001,400500,400500,44.3,33.8,5.9,10.6,9.8,15.2,6.2,93.8,41.9
2039.0,267.0,1028.0,438.0,259.0,37785.0,656.0,2011.0,878.0,98.0,1113.0,891.0,164.0,1953.0,2.57,580.0,79.0,23.0,57.0,219.0,06,001,401600,401600,13.1,50.4,21.5,12.7,11.2,32.6,18.4,81.6,65.2
1977.0,126.0,1302.0,202.0,291.0,23523.0,912.0,1977.0,871.0,150.0,819.0,808.0,67.0,1972.0,2.67,582.0,75.0,33.0,10.0,169.0,06,001,402500,402500,6.4,65.9,10.2,14.7,17.2,46.1,8.3,91.7,49.3
4108.0,2074.0,1030.0,438.0,305.0,55417.0,266.0,4029.0,2734.0,143.0,1226.0,2348.0,82.0,1964.0,1.77,1531.0,185.0,150.0,97.0,457.0,06,001,403900,403900,50.5,25.1,10.7,7.4,5.2,6.6,3.5,96.5,58.1
6055.0,931.0,2144.0,724.0,1858.0,52204.0,1300.0,5997.0,2884.0,367.0,905.0,2327.0,284.0,1939.0,2.93,954.0,37.0,51.0,101.0,435.0,06,001,407600,407600,15.4,35.4,12.0,30.7,12.7,21.7,12.2,87.8,65.4
3499.0,20.0,1482.0,54.0,1613.0,33576.0,947.0,3497.0,1543.0,290.0,1248.0,1391.0,306.0,1942.0,3.21,601.0,9.0,8.0,47.0,311.0,06,001,408400,408400,0.6,42.4,1.5,46.1,18.8,27.1,22.0,78.0,62.4
3130.0,146.0,1286.0,112.0,1475.0,20660.0,1250.0,3112.0,1331.0,185.0,930.0,1137.0,109.0,1958.0,2.89,702.0,67.0,56.0,43.0,310.0,06,001,408900,408900,4.7,41.1,3.6,47.1,13.9,40.2,9.6,90.4,67.8
4073.0,1179.0,12.0,2341.0,215.0,140192.0,234.0,4050.0,2147.0,137.0,1528.0,1242.0,26.0,1975.0,3.33,76.0,0.0,0.0,0.0,18.0,06,001,443301,443301,28.9,0.3,57.5,5.3,6.4,5.8,2.1,97.9,23.7
4557.0,2872.0,118.0,920.0,496.0,110417.0,163.0,4557.0,2386.0,217.0,1831.0,1790.0,29.0,1980.0,2.59,334.0,7.0,15.0,27.0,91.0,06,001,450742,450742,63.0,2.6,20.2,10.9,9.1,3.6,1.6,98.4,41.9
4920.0,3561.0,11.0,393.0,706.0,125319.0,161.0,4920.0,2878.0,232.0,1547.0,1850.0,87.0,1986.0,2.77,521.0,46.0,37.0,40.0,118.0,06,001,451601,451601,72.4,0.2,8.0,14.3,8.1,3.3,4.7,95.3,46.3
3043.0,2123.0,95.0,142.0,485.0,86339.0,195.0,3043.0,1577.0,158.0,1944.0,1080.0,62.0,1964.0,2.98,294.0,34.0,21.0,0.0,79.0,06,001,451701,451701,69.8,3.1,4.7,15.9,10.0,6.4,5.7,94.3,45.6
1767.0,550.0,762.0,78.0,253.0,54233.0,210.0,1746.0,1160.0,145.0,1280.0,769.0,68.0,1939.0,2.52,424.0,106.0,2.0,25.0,99.0,06,001,400600,400600,31.1,43.1,4.4,14.3,12.5,12.0,8.8,91.2,54.7
2326.0,1419.0,435.0,255.0,124.0,61053.0,316.0,2314.0,1602.0,167.0,1300.0,1329.0,45.0,1939.0,1.77,787.0,28.0,31.0,55.0,118.0,06,001,401200,401200,61.0,18.7,11.0,5.3,10.4,13.7,3.4,96.6,29.5
1414.0,285.0,262.0,623.0,162.0,50938.0,240.0,1076.0,645.0,52.0,613.0,646.0,88.0,1994.0,1.76,367.0,38.0,13.0,52.0,82.0,06,001,403100,403100,20.2,18.5,44.1,11.5,8.1,22.3,13.6,86.4,50.4
3707.0,2116.0,438.0,413.0,448.0,80743.0,160.0,3682.0,2530.0,123.0,1287.0,1979.0,131.0,1939.0,2.0,1183.0,58.0,21.0,72.0,134.0,06,001,403800,403800,57.1,11.8,11.1,12.1,4.9,4.3,6.6,93.4,24.1
2548.0,1489.0,343.0,313.0,227.0,61080.0,254.0,2499.0,1736.0,133.0,1167.0,1787.0,157.0,1963.0,1.54,1181.0,115.0,58.0,79.0,145.0,06,001,404000,404000,58.4,13.5,12.3,8.9,7.7,10.2,8.8,91.2,33.6
1678.0,1253.0,33.0,236.0,46.0,152679.0,11.0,1678.0,917.0,86.0,1805.0,720.0,67.0,1952.0,2.57,73.0,4.0,0.0,0.0,0.0,06,001,404501,404501,74.7,2.0,14.1,2.7,9.4,0.7,9.3,90.7,5.5
4053.0,2836.0,396.0,350.0,206.0,183167.0,70.0,4053.0,2147.0,176.0,1452.0,1638.0,102.0,1939.0,2.64,182.0,28.0,0.0,0.0,18.0,06,001,405100,405100,70.0,9.8,8.6,5.1,8.2,1.7,6.2,93.8,25.3
3055.0,439.0,993.0,1028.0,458.0,43594.0,389.0,2961.0,1589.0,158.0,962.0,1503.0,287.0,1951.0,2.43,858.0,119.0,77.0,61.0,205.0,06,001,405700,405700,14.4,32.5,33.6,15.0,9.9,13.1,19.1,80.9,53.8
3854.0,368.0,629.0,1965.0,497.0,48068.0,1065.0,3854.0,1872.0,268.0,1127.0,1442.0,111.0,1939.0,2.9,797.0,56.0,71.0,84.0,274.0,06,001,405800,405800,9.5,16.3,51.0,12.9,14.3,27.6,7.7,92.3,60.9
3750.0,1276.0,702.0,705.0,798.0,71429.0,719.0,3746.0,2252.0,169.0,1186.0,1579.0,101.0,1954.0,2.53,631.0,30.0,55.0,41.0,173.0,06,001,406900,406900,34.0,18.7,18.8,21.3,7.5,19.2,6.4,93.6,47.4
5114.0,449.0,931.0,989.0,2429.0,54167.0,748.0,5104.0,2977.0,407.0,1164.0,1667.0,51.0,1979.0,3.16,1216.0,111.0,106.0,166.0,281.0,06,001,436602,436602,8.8,18.2,19.3,47.5,13.7,14.7,3.1,96.9,54.6
6470.0,1664.0,444.0,2590.0,1415.0,65507.0,548.0,6459.0,3524.0,430.0,1696.0,2150.0,42.0,1955.0,3.05,503.0,0.0,57.0,73.0,162.0,06,001,433300,433300,25.7,6.9,40.0,21.9,12.2,8.5,2.0,98.0,58.1
4580.0,1075.0,1015.0,750.0,1555.0,54178.0,1178.0,4334.0,2496.0,694.0,1193.0,1754.0,199.0,1959.0,2.78,950.0,85.0,65.0,107.0,306.0,06,001,435300,435300,23.5,22.2,16.4,34.0,27.8,27.2,11.3,88.7,59.3
7356.0,604.0,442.0,1042.0,5032.0,52826.0,1061.0,7271.0,3866.0,690.0,1275.0,2185.0,71.0,1967.0,3.43,1436.0,170.0,38.0,138.0,419.0,06,001,436300,436300,8.2,6.0,14.2,68.4,17.8,14.6,3.2,96.8,53.3
3010.0,422.0,694.0,648.0,838.0,47321.0,544.0,3002.0,1509.0,410.0,1262.0,892.0,32.0,1959.0,3.48,460.0,29.0,20.0,51.0,224.0,06,001,437300,437300,14.0,23.1,21.5,27.8,27.2,18.1,3.6,96.4,70.4
4180.0,568.0,188.0,755.0,2293.0,46333.0,925.0,4082.0,1958.0,330.0,1208.0,1158.0,62.0,1966.0,3.71,786.0,42.0,12.0,81.0,292.0,06,001,437500,437500,13.6,4.5,18.1,54.9,16.9,22.7,5.4,94.6,54.3
4746.0,726.0,406.0,892.0,2178.0,77025.0,153.0,4741.0,2713.0,262.0,1787.0,1394.0,101.0,1975.0,3.67,311.0,45.0,38.0,53.0,31.0,06,001,437800,437800,15.3,8.6,18.8,45.9,9.7,3.2,7.2,92.8,53.7
8035.0,1628.0,795.0,1568.0,3362.0,90000.0,563.0,7994.0,4325.0,536.0,1827.0,2140.0,0.0,1958.0,3.74,436.0,15.0,27.0,37.0,118.0,06,001,438100,438100,20.3,9.9,19.5,41.8,12.4,7.0,0.0,100.0,45.2
6918.0,1811.0,317.0,2032.0,2409.0,86409.0,727.0,6867.0,4016.0,343.0,1628.0,1998.0,82.0,1965.0,3.61,480.0,17.0,93.0,47.0,95.0,06,001,442400,442400,26.2,4.6,29.4,34.8,8.5,10.6,4.1,95.9,52.5
6320.0,1885.0,276.0,1444.0,2310.0,83125.0,235.0,6320.0,3561.0,213.0,1734.0,2023.0,64.0,1970.0,3.22,441.0,9.0,54.0,45.0,105.0,06,001,444200,444200,29.8,4.4,22.8,36.6,6.0,3.7,3.2,96.8,48.3
4799.0,3327.0,107.0,653.0,607.0,121814.0,214.0,4793.0,2680.0,183.0,1434.0,1634.0,0.0,1975.0,2.91,377.0,60.0,5.0,80.0,50.0,06,001,450604,450604,69.3,2.2,13.6,12.6,6.8,4.5,0.0,100.0,51.7
8167.0,5456.0,28.0,1829.0,576.0,185929.0,439.0,8163.0,3641.0,190.0,1780.0,2600.0,41.0,1991.0,3.19,330.0,0.0,11.0,7.0,41.0,06,001,450701,450701,66.8,0.3,22.4,7.1,5.2,5.4,1.6,98.4,17.9
5309.0,1632.0,117.0,1297.0,2071.0,65884.0,407.0,5281.0,2850.0,432.0,1600.0,1636.0,49.0,1946.0,3.34,431.0,36.0,12.0,39.0,102.0,06,001,435800,435800,30.7,2.2,24.4,39.0,15.2,7.7,3.0,97.0,43.9
5535.0,2218.0,242.0,1330.0,1490.0,75924.0,508.0,5504.0,2747.0,274.0,1894.0,1665.0,0.0,1956.0,3.32,274.0,0.0,38.0,36.0,99.0,06,001,435900,435900,40.1,4.4,24.0,26.9,10.0,9.2,0.0,100.0,63.1
4534.0,645.0,849.0,871.0,1773.0,51841.0,831.0,4516.0,2565.0,407.0,1261.0,1790.0,57.0,1973.0,2.62,1281.0,94.0,40.0,189.0,343.0,06,001,436500,436500,14.2,18.7,19.2,39.1,15.9,18.4,3.2,96.8,52.0
3671.0,505.0,136.0,566.0,2464.0,56825.0,816.0,3665.0,2068.0,529.0,1471.0,1062.0,73.0,1960.0,3.68,474.0,21.0,78.0,28.0,181.0,06,001,436700,436700,13.8,3.7,15.4,67.1,25.6,22.3,6.9,93.1,65.0
2433.0,1755.0,21.0,319.0,189.0,119063.0,119.0,2433.0,1285.0,92.0,1835.0,943.0,34.0,1939.0,2.68,307.0,39.0,38.0,0.0,61.0,06,001,420100,420100,72.1,0.9,13.1,7.8,7.2,4.9,3.6,96.4,45.0
4034.0,1877.0,292.0,1507.0,143.0,33327.0,1593.0,3934.0,1689.0,242.0,1243.0,1975.0,86.0,1977.0,2.06,1873.0,126.0,85.0,233.0,774.0,06,001,422900,422900,46.5,7.2,37.4,3.5,14.3,40.5,4.4,95.6,65.0
4339.0,993.0,747.0,828.0,1574.0,63400.0,190.0,4327.0,2462.0,239.0,1249.0,1353.0,29.0,1959.0,3.27,651.0,49.0,28.0,62.0,181.0,06,001,436800,436800,22.9,17.2,19.1,36.3,9.7,4.4,2.1,97.9,49.2
7897.0,2441.0,929.0,731.0,3024.0,71321.0,1334.0,7879.0,4474.0,660.0,1284.0,3094.0,357.0,1966.0,2.84,1221.0,92.0,82.0,102.0,282.0,06,001,436401,436401,30.9,11.8,9.3,38.3,14.8,16.9,11.5,88.5,45.7
4536.0,263.0,1588.0,495.0,2051.0,55417.0,706.0,4486.0,2188.0,325.0,1253.0,1390.0,66.0,1945.0,3.42,386.0,24.0,0.0,68.0,180.0,06,001,410400,410400,5.8,35.0,10.9,45.2,14.9,15.7,4.7,95.3,70.5
3776.0,1339.0,1022.0,201.0,1000.0,41625.0,962.0,3755.0,2186.0,167.0,1123.0,1606.0,168.0,1943.0,2.56,1119.0,110.0,61.0,108.0,344.0,06,001,424001,424001,35.5,27.1,5.3,26.5,7.6,25.6,10.5,89.5,55.7
2421.0,1231.0,98.0,328.0,632.0,83094.0,113.0,2421.0,1207.0,92.0,1438.0,1019.0,90.0,1947.0,2.6,301.0,26.0,0.0,9.0,86.0,06,001,432700,432700,50.8,4.0,13.5,26.1,7.6,4.7,8.8,91.2,40.2
1861.0,586.0,942.0,138.0,131.0,40625.0,486.0,1861.0,1066.0,135.0,755.0,1239.0,340.0,1939.0,2.07,513.0,31.0,104.0,40.0,149.0,06,001,401500,401500,31.5,50.6,7.4,7.0,12.7,26.1,27.4,72.6,63.2
2928.0,473.0,875.0,335.0,1155.0,75439.0,881.0,2911.0,1712.0,180.0,1390.0,1058.0,132.0,1984.0,3.11,595.0,6.0,10.0,76.0,200.0,06,001,401700,401700,16.2,29.9,11.4,39.4,10.5,30.3,12.5,87.5,49.1
2181.0,371.0,924.0,152.0,594.0,32827.0,382.0,2155.0,1329.0,186.0,920.0,1028.0,129.0,1939.0,2.42,680.0,39.0,66.0,60.0,237.0,06,001,402200,402200,17.0,42.4,7.0,27.2,14.0,17.7,12.5,87.5,59.1
8629.0,4986.0,253.0,1868.0,900.0,131026.0,283.0,8609.0,4493.0,366.0,1707.0,3342.0,176.0,1982.0,2.72,1026.0,35.0,33.0,48.0,204.0,06,001,450602,450602,57.8,2.9,21.6,10.4,8.1,3.3,5.3,94.7,31.2
2427.0,809.0,393.0,1073.0,74.0,67037.0,233.0,2427.0,1771.0,86.0,1810.0,1953.0,333.0,1993.0,1.5,1139.0,42.0,99.0,32.0,433.0,06,001,425102,425102,33.3,16.2,44.2,3.0,4.9,9.6,17.1,82.9,53.2
2588.0,972.0,258.0,637.0,293.0,86045.0,294.0,2588.0,1720.0,120.0,1604.0,1461.0,248.0,2001.0,2.13,692.0,46.0,13.0,58.0,174.0,06,001,425103,425103,37.6,10.0,24.6,11.3,7.0,11.4,17.0,83.0,42.1
6471.0,2557.0,362.0,2831.0,247.0,127161.0,286.0,6471.0,3440.0,234.0,2001.0,2280.0,69.0,1990.0,2.92,278.0,0.0,40.0,0.0,37.0,06,001,430101,430101,39.5,5.6,43.7,3.8,6.8,4.4,3.0,97.0,27.7
2180.0,1303.0,126.0,375.0,275.0,111667.0,3.0,2180.0,1165.0,57.0,1641.0,903.0,23.0,1972.0,2.47,87.0,6.0,5.0,10.0,15.0,06,001,430102,430102,59.8,5.8,17.2,12.6,4.9,0.1,2.5,97.5,41.4
3290.0,1113.0,1072.0,593.0,308.0,52925.0,372.0,3289.0,2115.0,228.0,1355.0,1880.0,130.0,1959.0,1.88,1316.0,116.0,68.0,83.0,343.0,06,001,425104,425104,33.8,32.6,18.0,9.4,10.8,11.3,6.9,93.1,46.4
3827.0,899.0,589.0,1296.0,603.0,72073.0,453.0,3570.0,1764.0,221.0,970.0,1458.0,280.0,2002.0,3.02,703.0,82.0,76.0,59.0,74.0,06,001,428700,428700,23.5,15.4,33.9,15.8,12.5,12.7,19.2,80.8,41.4
4749.0,810.0,177.0,1637.0,1924.0,65688.0,466.0,4742.0,2546.0,319.0,1124.0,1474.0,11.0,1954.0,3.25,617.0,43.0,61.0,16.0,212.0,06,001,432501,432501,17.1,3.7,34.5,40.5,12.5,9.8,0.7,99.3,53.8
4082.0,1136.0,890.0,746.0,1168.0,48866.0,505.0,4007.0,2137.0,242.0,1149.0,2093.0,280.0,1975.0,2.17,1283.0,101.0,80.0,108.0,449.0,06,001,435400,435400,27.8,21.8,18.3,28.6,11.3,12.6,13.4,86.6,57.5
4436.0,1546.0,261.0,682.0,1654.0,70563.0,358.0,4436.0,2362.0,183.0,1967.0,1453.0,118.0,1955.0,3.31,200.0,11.0,17.0,52.0,45.0,06,001,436000,436000,34.9,5.9,15.4,37.3,7.7,8.1,8.1,91.9,62.5
6508.0,718.0,821.0,718.0,3804.0,55175.0,1008.0,6438.0,3200.0,389.0,1225.0,1871.0,61.0,1958.0,3.59,1107.0,180.0,79.0,164.0,301.0,06,001,436601,436601,11.0,12.6,11.0,58.5,12.2,15.7,3.3,96.7,65.4
6335.0,1163.0,764.0,2426.0,1601.0,59595.0,611.0,6194.0,3187.0,386.0,1420.0,2293.0,125.0,1981.0,2.85,869.0,195.0,56.0,75.0,255.0,06,001,437200,437200,18.4,12.1,38.3,25.3,12.1,9.9,5.5,94.5,66.9
4035.0,420.0,247.0,2507.0,387.0,94097.0,210.0,4008.0,2071.0,151.0,2001.0,1082.0,44.0,1975.0,3.82,201.0,0.0,0.0,56.0,21.0,06,001,440305,440305,10.4,6.1,62.1,9.6,7.3,5.2,4.1,95.9,38.3
2454.0,530.0,165.0,671.0,944.0,73556.0,62.0,2454.0,1242.0,101.0,1537.0,712.0,6.0,1968.0,3.46,89.0,5.0,0.0,10.0,29.0,06,001,438400,438400,21.6,6.7,27.3,38.5,8.1,2.5,0.8,99.2,49.4
3927.0,439.0,151.0,2673.0,402.0,78702.0,530.0,3927.0,2026.0,237.0,1884.0,1130.0,135.0,1975.0,3.91,251.0,8.0,36.0,16.0,110.0,06,001,440306,440306,11.2,3.8,68.1,10.2,11.7,13.5,11.9,88.1,67.7
3370.0,187.0,89.0,2359.0,272.0,175341.0,44.0,3370.0,1887.0,121.0,2001.0,912.0,36.0,1995.0,3.85,122.0,6.0,0.0,8.0,0.0,06,001,440332,440332,5.5,2.6,70.0,8.1,6.4,1.3,3.9,96.1,11.5
6221.0,1145.0,266.0,4313.0,236.0,116950.0,252.0,6218.0,3081.0,190.0,2001.0,1879.0,55.0,1983.0,3.4,381.0,20.0,30.0,25.0,49.0,06,001,441521,441521,18.4,4.3,69.3,3.8,6.2,4.1,2.9,97.1,32.5
7068.0,2461.0,378.0,2269.0,1270.0,90445.0,388.0,7066.0,3947.0,232.0,1496.0,2350.0,249.0,1967.0,3.35,639.0,18.0,15.0,58.0,108.0,06,001,442900,442900,34.8,5.3,32.1,18.0,5.9,5.5,10.6,89.4,31.1
5674.0,1789.0,53.0,2156.0,1553.0,74975.0,418.0,5674.0,2895.0,281.0,1649.0,1914.0,140.0,1971.0,3.17,428.0,49.0,24.0,77.0,38.0,06,001,443002,443002,31.5,0.9,38.0,27.4,9.7,7.4,7.3,92.7,43.9
4242.0,327.0,0.0,3675.0,58.0,206444.0,247.0,4242.0,2089.0,138.0,2001.0,1219.0,49.0,1991.0,3.51,86.0,14.0,14.0,12.0,0.0,06,001,443103,443103,7.7,0.0,86.6,1.4,6.6,5.8,4.0,96.0,46.5
6122.0,4029.0,29.0,1012.0,942.0,98977.0,297.0,6109.0,3347.0,210.0,2001.0,2047.0,80.0,1966.0,3.09,606.0,12.0,0.0,84.0,125.0,06,001,450400,450400,65.8,0.5,16.5,15.4,6.3,4.9,3.9,96.1,36.5
4455.0,2899.0,2.0,1003.0,451.0,129155.0,179.0,4453.0,2376.0,220.0,2001.0,1482.0,75.0,1970.0,3.15,178.0,0.0,22.0,25.0,33.0,06,001,450603,450603,65.1,0.0,22.5,10.1,9.3,4.0,5.1,94.9,44.9
5779.0,3466.0,191.0,1362.0,422.0,147586.0,208.0,5779.0,3166.0,263.0,2001.0,1859.0,11.0,1981.0,3.12,302.0,26.0,0.0,18.0,42.0,06,001,450606,450606,60.0,3.3,23.6,7.3,8.3,3.6,0.6,99.4,28.5
4427.0,3402.0,20.0,297.0,445.0,168080.0,81.0,4427.0,2329.0,142.0,2001.0,1377.0,22.0,1994.0,3.26,17.0,10.0,7.0,0.0,0.0,06,001,451102,451102,76.8,0.5,6.7,10.1,6.1,1.8,1.6,98.4,100.0
3711.0,2576.0,44.0,287.0,660.0,101842.0,310.0,3708.0,2364.0,191.0,2001.0,1346.0,18.0,1974.0,2.79,223.0,0.0,35.0,0.0,61.0,06,001,451202,451202,69.4,1.2,7.7,17.8,8.1,8.4,1.3,98.7,43.0
4317.0,1966.0,93.0,1395.0,653.0,41464.0,929.0,2579.0,1546.0,273.0,1357.0,1171.0,156.0,1954.0,2.48,863.0,100.0,0.0,127.0,293.0,06,001,422700,422700,45.5,2.2,32.3,15.1,17.7,36.0,13.3,86.7,60.3
4686.0,1989.0,66.0,2255.0,276.0,45332.0,1151.0,4686.0,2715.0,52.0,1426.0,2263.0,92.0,1951.0,2.16,1950.0,47.0,157.0,175.0,689.0,06,001,422400,422400,42.4,1.4,48.1,5.9,1.9,24.6,4.1,95.9,54.8
4339.0,2409.0,185.0,1032.0,470.0,42090.0,832.0,3023.0,2131.0,213.0,1288.0,1683.0,120.0,1939.0,1.79,1248.0,92.0,38.0,132.0,493.0,06,001,422500,422500,55.5,4.3,23.8,10.8,10.0,27.5,7.1,92.9,60.5
1250.0,490.0,23.0,512.0,171.0,,20.0,20.0,311.0,19.0,,11.0,0.0,1939.0,1.82,11.0,0.0,0.0,0.0,11.0,06,001,422600,422600,39.2,1.8,41.0,13.7,6.1,100.0,0.0,100.0,100.0
3920.0,1755.0,747.0,638.0,608.0,48591.0,933.0,3906.0,2007.0,165.0,955.0,2044.0,216.0,1943.0,2.13,1173.0,187.0,74.0,60.0,414.0,06,001,423100,423100,44.8,19.1,16.3,15.5,8.2,23.9,10.6,89.4,62.7
6003.0,4435.0,68.0,1118.0,102.0,225104.0,119.0,6003.0,2821.0,132.0,2001.0,2170.0,123.0,1939.0,2.93,69.0,0.0,0.0,0.0,16.0,06,001,426100,426100,73.9,1.1,18.6,1.7,4.7,2.0,5.7,94.3,23.2
3308.0,930.0,143.0,885.0,1183.0,93693.0,187.0,3308.0,1751.0,177.0,1577.0,837.0,32.0,1962.0,4.09,130.0,50.0,0.0,5.0,11.0,06,001,443001,443001,28.1,4.3,26.8,35.8,10.1,5.7,3.8,96.2,50.8
4472.0,2479.0,134.0,910.0,632.0,83987.0,335.0,4472.0,2960.0,204.0,1674.0,2313.0,244.0,1987.0,2.16,1366.0,159.0,26.0,113.0,242.0,06,001,450200,450200,55.4,3.0,20.3,14.1,6.9,7.5,10.5,89.5,39.5
4634.0,2619.0,127.0,892.0,729.0,78723.0,735.0,4634.0,2756.0,263.0,1222.0,2126.0,164.0,1939.0,2.36,1190.0,64.0,83.0,92.0,206.0,06,001,427800,427800,56.5,2.7,19.2,15.7,9.5,15.9,7.7,92.3,37.4
6272.0,2183.0,261.0,2989.0,467.0,96709.0,421.0,6272.0,3381.0,188.0,2001.0,2522.0,87.0,1974.0,2.58,444.0,13.0,22.0,56.0,71.0,06,001,428301,428301,34.8,4.2,47.7,7.4,5.6,6.7,3.4,96.6,36.5
3584.0,1546.0,327.0,695.0,923.0,64781.0,160.0,3572.0,1936.0,256.0,1611.0,1409.0,182.0,1948.0,2.92,311.0,14.0,0.0,35.0,91.0,06,001,433000,433000,43.1,9.1,19.4,25.8,13.2,4.5,12.9,87.1,45.0
7353.0,1374.0,1326.0,2809.0,1511.0,54516.0,1035.0,7233.0,3963.0,441.0,1185.0,2695.0,65.0,1972.0,2.76,1453.0,88.0,65.0,120.0,474.0,06,001,433200,433200,18.7,18.0,38.2,20.5,11.1,14.3,2.4,97.6,51.4
4361.0,1282.0,1241.0,638.0,934.0,85913.0,188.0,4269.0,2590.0,449.0,1235.0,1440.0,25.0,1975.0,2.98,302.0,0.0,0.0,30.0,78.0,06,001,435200,435200,29.4,28.5,14.6,21.4,17.3,4.4,1.7,98.3,35.8
2895.0,1475.0,325.0,447.0,463.0,114963.0,291.0,2890.0,1691.0,258.0,2001.0,1041.0,40.0,1968.0,2.88,61.0,3.0,16.0,6.0,36.0,06,001,436402,436402,50.9,11.2,15.4,16.0,15.3,10.1,3.8,96.2,100.0
3035.0,1565.0,19.0,720.0,604.0,91250.0,145.0,3001.0,1461.0,46.0,1415.0,1092.0,0.0,1967.0,2.78,230.0,66.0,0.0,13.0,19.0,06,001,442700,442700,51.6,0.6,23.7,19.9,3.1,4.8,0.0,100.0,42.6
6791.0,4590.0,399.0,579.0,889.0,95491.0,319.0,6724.0,3796.0,249.0,1385.0,2593.0,172.0,1983.0,2.8,723.0,66.0,52.0,35.0,248.0,06,001,451201,451201,67.6,5.9,8.5,13.1,6.6,4.7,6.6,93.4,55.5
5807.0,3246.0,104.0,717.0,1527.0,85804.0,603.0,5756.0,3370.0,289.0,1332.0,2324.0,44.0,1987.0,2.54,940.0,55.0,37.0,31.0,399.0,06,001,451401,451401,55.9,1.8,12.3,26.3,8.6,10.5,1.9,98.1,55.5
6149.0,4590.0,20.0,519.0,737.0,90220.0,201.0,6037.0,3239.0,126.0,1263.0,2905.0,274.0,1974.0,2.29,887.0,60.0,41.0,109.0,341.0,06,001,451602,451602,74.6,0.3,8.4,12.0,3.9,3.3,9.4,90.6,62.1
5246.0,3605.0,723.0,459.0,277.0,56000.0,541.0,5150.0,3164.0,292.0,1036.0,2622.0,128.0,1939.0,2.1,1340.0,159.0,44.0,69.0,351.0,06,001,400300,400300,68.7,13.8,8.7,5.3,9.2,10.5,4.9,95.1,46.5
1717.0,408.0,1037.0,37.0,209.0,29228.0,761.0,1717.0,851.0,206.0,823.0,846.0,251.0,1939.0,2.88,514.0,53.0,31.0,29.0,248.0,06,001,401800,401800,23.8,60.4,2.2,12.2,24.2,44.3,29.7,70.3,70.2
