total_pop,pop_white_non_hisp,pop_black,pop_asian,pop_hispanic,median_hh_income,pop_poverty,pop_poverty_total,labor_force,unemployed,median_gross_rent,housing_units_total,housing_units_vacant,median_year_built,avg_household_size,renter_households_total,burden_30_35,burden_35_40,burden_40_50,burden_50_plus,state,county,tract,id,pct_white,pct_black,pct_asian,pct_hispanic,unemployment,poverty_rate,vacancy_rate,occupancy_rate,rent_burden
4098.0,580.0,289.0,1978.0,993.0,74289.0,273.0,4098.0,2435.0,240.0,1681.0,1303.0,97.0,1984.0,3.37,260.0,0.0,19.0,7.0,150.0,06,001,438203,438203,14.2,7.1,48.3,24.2,9.9,6.7,7.4,92.6,67.7
3436.0,597.0,574.0,1397.0,738.0,27255.0,984.0,3436.0,1744.0,112.0,1006.0,1586.0,163.0,1956.0,2.41,1259.0,114.0,46.0,95.0,476.0,06,001,406000,406000,17.4,16.7,40.7,21.5,6.4,28.6,10.3,89.7,58.1
4422.0,444.0,506.0,708.0,2741.0,59729.0,779.0,4415.0,2279.0,400.0,1115.0,1614.0,172.0,1981.0,3.06,1006.0,51.0,9.0,11.0,256.0,06,001,406100,406100,10.0,11.4,16.0,62.0,17.6,17.6,10.7,89.3,32.5
5808.0,748.0,1104.0,1423.0,2436.0,37805.0,1374.0,5585.0,2783.0,584.0,1045.0,2050.0,316.0,1945.0,3.21,1147.0,110.0,154.0,122.0,389.0,06,001,406500,406500,12.9,19.0,24.5,41.9,21.0,24.6,15.4,84.6,67.6
3422.0,122.0,1330.0,225.0,1273.0,20847.0,1156.0,3345.0,1438.0,305.0,861.0,1405.0,175.0,1957.0,2.72,907.0,94.0,33.0,29.0,356.0,06,001,407500,407500,3.6,38.9,6.6,37.2,21.2,34.6,12.5,87.5,56.4
2443.0,1214.0,480.0,310.0,168.0,84226.0,119.0,2427.0,1382.0,77.0,1684.0,1225.0,228.0,1945.0,2.42,227.0,8.0,0.0,29.0,48.0,06,001,407900,407900,49.7,19.6,12.7,6.9,5.6,4.9,18.6,81.4,37.4
6228.0,2448.0,2005.0,1057.0,519.0,106171.0,159.0,6228.0,3653.0,149.0,1601.0,2800.0,181.0,1970.0,2.38,443.0,47.0,13.0,33.0,126.0,06,001,408100,408100,39.3,32.2,17.0,8.3,4.1,2.6,6.5,93.5,49.4
5176.0,120.0,2151.0,371.0,2231.0,36694.0,1684.0,5106.0,2062.0,279.0,1190.0,1749.0,201.0,1952.0,3.34,913.0,52.0,51.0,64.0,405.0,06,001,408500,408500,2.3,41.6,7.2,43.1,13.5,33.0,11.5,88.5,62.7
3638.0,2791.0,63.0,453.0,167.0,131000.0,217.0,3638.0,2193.0,148.0,1229.0,1700.0,78.0,1944.0,2.24,408.0,25.0,11.0,6.0,153.0,06,001,421600,421600,76.7,1.7,12.5,4.6,6.7,6.0,4.6,95.4,47.8
3649.0,2372.0,279.0,725.0,65.0,89917.0,243.0,3631.0,2320.0,121.0,1477.0,1858.0,196.0,1939.0,2.19,566.0,13.0,18.0,15.0,114.0,06,001,421900,421900,65.0,7.6,19.9,1.8,5.2,6.7,10.5,89.5,28.3
3127.0,1899.0,203.0,385.0,489.0,53151.0,293.0,3112.0,1944.0,184.0,1120.0,1636.0,114.0,1939.0,2.04,846.0,111.0,52.0,109.0,229.0,06,001,422200,422200,60.7,6.5,12.3,15.6,9.5,9.4,7.0,93.0,59.2
4328.0,1048.0,553.0,828.0,1701.0,71400.0,388.0,4306.0,2336.0,382.0,1470.0,1488.0,94.0,1956.0,3.1,431.0,34.0,7.0,13.0,145.0,06,001,435700,435700,24.2,12.8,19.1,39.3,16.4,9.0,6.3,93.7,46.2
5245.0,1520.0,393.0,1305.0,1811.0,67333.0,522.0,5245.0,3054.0,399.0,1039.0,1788.0,0.0,1956.0,2.93,803.0,65.0,117.0,58.0,132.0,06,001,436100,436100,29.0,7.5,24.9,34.5,13.1,10.0,0.0,100.0,46.3
5815.0,1388.0,141.0,2706.0,1400.0,59671.0,414.0,5807.0,3202.0,443.0,1625.0,1854.0,71.0,1979.0,3.24,184.0,0.0,8.0,6.0,38.0,06,001,438204,438204,23.9,2.4,46.5,24.1,13.8,7.1,3.8,96.2,28.3
2635.0,312.0,106.0,1963.0,140.0,109621.0,124.0,2603.0,1520.0,89.0,1663.0,866.0,88.0,1988.0,3.39,99.0,11.0,0.0,10.0,66.0,06,001,440333,440333,11.8,4.0,74.5,5.3,5.9,4.8,10.2,89.8,87.9
4326.0,453.0,228.0,2540.0,632.0,104310.0,307.0,4326.0,2194.0,133.0,1446.0,1127.0,65.0,1973.0,4.03,120.0,36.0,20.0,19.0,23.0,06,001,440334,440334,10.5,5.3,58.7,14.6,6.1,7.1,5.8,94.2,81.7
6254.0,1155.0,13.0,4027.0,382.0,126147.0,229.0,6254.0,3504.0,312.0,1605.0,2089.0,130.0,2000.0,3.19,634.0,88.0,65.0,14.0,85.0,06,001,440335,440335,18.5,0.2,64.4,6.1,8.9,3.7,6.2,93.8,39.7
4727.0,603.0,352.0,2366.0,1004.0,61250.0,726.0,4721.0,2375.0,225.0,1413.0,1559.0,63.0,1974.0,3.14,659.0,94.0,31.0,64.0,212.0,06,001,440336,440336,12.8,7.4,50.1,21.2,9.5,15.4,4.0,96.0,60.8
3832.0,731.0,56.0,2643.0,188.0,111944.0,235.0,3832.0,1998.0,157.0,1672.0,1442.0,0.0,1983.0,2.66,608.0,0.0,33.0,31.0,71.0,06,001,441523,441523,19.1,1.5,69.0,4.9,7.9,6.1,0.0,100.0,22.2
3966.0,208.0,171.0,3334.0,150.0,121000.0,273.0,3966.0,2043.0,132.0,1480.0,1375.0,95.0,1985.0,3.1,489.0,11.0,15.0,23.0,69.0,06,001,441524,441524,5.2,4.3,84.1,3.8,6.5,6.9,6.9,93.1,24.1
6334.0,1895.0,50.0,2886.0,1089.0,95625.0,605.0,6334.0,3658.0,394.0,1518.0,2637.0,286.0,1979.0,2.69,1121.0,39.0,0.0,156.0,102.0,06,001,441924,441924,29.9,0.8,45.6,17.2,10.8,9.6,10.8,89.2,26.5
5498.0,1487.0,161.0,2948.0,630.0,108981.0,43.0,5415.0,3762.0,206.0,1774.0,2896.0,283.0,1988.0,2.07,1997.0,154.0,65.0,64.0,125.0,06,001,441925,441925,27.0,2.9,53.6,11.5,5.5,0.8,9.8,90.2,20.4
3859.0,879.0,230.0,1301.0,1336.0,60886.0,255.0,3859.0,2079.0,128.0,1328.0,1485.0,116.0,1975.0,2.82,1115.0,220.0,30.0,62.0,214.0,06,001,441926,441926,22.8,6.0,33.7,34.6,6.2,6.6,7.8,92.2,47.2
3851.0,654.0,258.0,2327.0,286.0,74231.0,157.0,3851.0,1942.0,279.0,1564.0,1795.0,225.0,1982.0,2.43,1154.0,157.0,34.0,55.0,263.0,06,001,441927,441927,17.0,6.7,60.4,7.4,14.4,4.1,12.5,87.5,44.1
4764.0,1257.0,176.0,2062.0,1118.0,71397.0,451.0,4764.0,2630.0,344.0,1498.0,1519.0,86.0,1961.0,3.3,660.0,39.0,108.0,137.0,60.0,06,001,442301,442301,26.4,3.7,43.3,23.5,13.1,9.5,5.7,94.3,52.1
3591.0,1783.0,113.0,877.0,638.0,90192.0,64.0,3582.0,1714.0,108.0,1658.0,1308.0,42.0,1964.0,2.81,381.0,37.0,0.0,13.0,53.0,06,001,442601,442601,49.7,3.1,24.4,17.8,6.3,1.8,3.2,96.8,27.0
4886.0,1931.0,127.0,1752.0,853.0,65329.0,507.0,4886.0,2399.0,202.0,1332.0,1773.0,144.0,1969.0,3.0,761.0,92.0,55.0,171.0,197.0,06,001,442602,442602,39.5,2.6,35.9,17.5,8.4,10.4,8.1,91.9,67.7
5409.0,1130.0,3.0,3541.0,426.0,129386.0,178.0,5409.0,2658.0,266.0,1617.0,1834.0,219.0,1975.0,3.3,525.0,69.0,24.0,28.0,73.0,06,001,443104,443104,20.9,0.1,65.5,7.9,10.0,3.3,11.9,88.1,37.0
4568.0,543.0,91.0,3516.0,0.0,163264.0,153.0,4568.0,2050.0,163.0,2001.0,1440.0,83.0,1984.0,3.37,130.0,0.0,7.0,0.0,24.0,06,001,443105,443105,11.9,2.0,77.0,0.0,8.0,3.3,5.8,94.2,23.8
5054.0,1368.0,216.0,2464.0,748.0,56071.0,438.0,5054.0,2516.0,212.0,1234.0,2014.0,226.0,1982.0,2.81,1234.0,96.0,75.0,181.0,251.0,06,001,442302,442302,27.1,4.3,48.8,14.8,8.4,8.7,11.2,88.8,48.9
2453.0,565.0,308.0,1004.0,519.0,68482.0,132.0,2347.0,1182.0,89.0,1427.0,965.0,134.0,1978.0,2.83,393.0,33.0,111.0,56.0,54.0,06,001,440100,440100,23.0,12.6,40.9,21.2,7.5,5.6,13.9,86.1,64.6
3100.0,883.0,195.0,1475.0,355.0,120972.0,252.0,3100.0,1794.0,163.0,1738.0,1226.0,128.0,1983.0,2.82,567.0,22.0,16.0,16.0,64.0,06,001,441301,441301,28.5,6.3,47.6,11.5,9.1,8.1,10.4,89.6,20.8
2162.0,1590.0,66.0,65.0,317.0,90046.0,158.0,2153.0,1194.0,80.0,1333.0,953.0,56.0,1939.0,2.39,281.0,0.0,17.0,60.0,44.0,06,001,421800,421800,73.5,3.1,3.0,14.7,6.7,7.3,5.9,94.1,43.1
2743.0,1145.0,73.0,844.0,654.0,75605.0,207.0,2743.0,1396.0,134.0,1522.0,970.0,97.0,1967.0,3.09,279.0,52.0,29.0,39.0,101.0,06,001,442800,442800,41.7,2.7,30.8,23.8,9.6,7.5,10.0,90.0,79.2
5368.0,942.0,77.0,3489.0,693.0,139736.0,56.0,5368.0,2584.0,188.0,2001.0,1510.0,23.0,1977.0,3.6,141.0,23.0,9.0,11.0,17.0,06,001,443102,443102,17.5,1.4,65.0,12.9,7.3,1.0,1.5,98.5,42.6
3775.0,660.0,48.0,2645.0,81.0,204667.0,106.0,3761.0,1960.0,131.0,2001.0,1210.0,78.0,1990.0,3.33,65.0,0.0,0.0,0.0,0.0,06,001,443200,443200,17.5,1.3,70.1,2.1,6.7,2.8,6.4,93.6,0.0
7325.0,3003.0,161.0,1544.0,1829.0,95677.0,339.0,7241.0,3751.0,320.0,1506.0,2565.0,167.0,1969.0,3.05,405.0,93.0,0.0,0.0,79.0,06,001,444100,444100,41.0,2.2,21.1,25.0,8.5,4.7,6.5,93.5,42.5
6316.0,1500.0,262.0,1917.0,2556.0,73726.0,794.0,6316.0,3409.0,208.0,1551.0,2068.0,197.0,1978.0,3.34,909.0,86.0,151.0,50.0,140.0,06,001,444500,444500,23.7,4.1,30.4,40.5,6.1,12.6,9.5,90.5,47.0
3097.0,2163.0,107.0,589.0,170.0,153657.0,46.0,3097.0,1686.0,103.0,1663.0,1303.0,90.0,1987.0,2.55,104.0,9.0,0.0,27.0,11.0,06,001,450601,450601,69.8,3.5,19.0,5.5,6.1,1.5,6.9,93.1,45.2
4822.0,3122.0,119.0,501.0,943.0,94453.0,308.0,4696.0,2597.0,291.0,1620.0,1755.0,52.0,1972.0,2.75,807.0,87.0,17.0,82.0,199.0,06,001,450741,450741,64.7,2.5,10.4,19.6,11.2,6.6,3.0,97.0,47.7
6905.0,4577.0,199.0,1282.0,735.0,131719.0,208.0,6869.0,3827.0,256.0,2001.0,2433.0,147.0,1998.0,3.0,509.0,52.0,39.0,40.0,129.0,06,001,451101,451101,66.3,2.9,18.6,10.6,6.7,3.0,6.0,94.0,51.1
5323.0,963.0,223.0,3334.0,582.0,64105.0,387.0,5018.0,2772.0,201.0,1356.0,2239.0,303.0,1976.0,2.59,1808.0,187.0,30.0,92.0,388.0,06,001,441923,441923,18.1,4.2,62.6,10.9,7.3,7.7,13.5,86.5,38.6
4483.0,2033.0,1021.0,468.0,544.0,45030.0,1166.0,4483.0,2534.0,401.0,1163.0,2232.0,248.0,1943.0,2.25,1213.0,118.0,30.0,119.0,327.0,06,001,423400,423400,45.3,22.8,10.4,12.1,15.8,26.0,11.1,88.9,49.0
1939.0,1196.0,281.0,162.0,227.0,47083.0,324.0,1935.0,1249.0,47.0,929.0,886.0,40.0,1939.0,2.27,507.0,99.0,21.0,27.0,135.0,06,001,423901,423901,61.7,14.5,8.4,11.7,3.8,16.7,4.5,95.5,55.6
1543.0,1149.0,135.0,65.0,194.0,68547.0,126.0,1518.0,1006.0,84.0,1245.0,817.0,60.0,1939.0,1.99,531.0,26.0,13.0,49.0,112.0,06,001,423902,423902,74.5,8.7,4.2,12.6,8.3,8.3,7.3,92.7,37.7
4326.0,1619.0,86.0,1578.0,834.0,73068.0,651.0,4283.0,2451.0,164.0,1293.0,1621.0,119.0,1939.0,2.84,950.0,58.0,69.0,107.0,303.0,06,001,427200,427200,37.4,2.0,36.5,19.3,6.7,15.2,7.3,92.7,56.5
3327.0,1467.0,283.0,943.0,450.0,71029.0,434.0,3228.0,1810.0,201.0,1475.0,1545.0,119.0,1966.0,2.3,953.0,77.0,97.0,73.0,209.0,06,001,428500,428500,44.1,8.5,28.3,13.5,11.1,13.4,7.7,92.3,47.8
2060.0,1239.0,41.0,378.0,288.0,126181.0,27.0,2056.0,1207.0,108.0,2001.0,757.0,8.0,1957.0,2.75,107.0,10.0,0.0,0.0,0.0,06,001,430400,430400,60.1,2.0,18.3,14.0,8.9,1.3,1.1,98.9,9.3
3152.0,1494.0,491.0,311.0,649.0,54338.0,303.0,3119.0,1968.0,346.0,1203.0,1358.0,6.0,1965.0,2.3,962.0,102.0,50.0,65.0,272.0,06,001,431100,431100,47.4,15.6,9.9,20.6,17.6,9.7,0.4,99.6,50.8
5202.0,3438.0,5.0,485.0,1109.0,83455.0,475.0,5185.0,2893.0,282.0,1041.0,2182.0,131.0,1964.0,2.52,734.0,16.0,142.0,67.0,66.0,06,001,451503,451503,66.1,0.1,9.3,21.3,9.7,9.2,6.0,94.0,39.6
5641.0,348.0,1158.0,138.0,3778.0,33750.0,1195.0,5633.0,2211.0,464.0,1073.0,1647.0,133.0,1954.0,3.67,927.0,83.0,33.0,132.0,370.0,06,001,409300,409300,6.2,20.5,2.4,67.0,21.0,21.2,8.1,91.9,66.7
5009.0,93.0,2273.0,191.0,2270.0,32660.0,1380.0,4936.0,2037.0,246.0,1014.0,1765.0,273.0,1959.0,3.32,948.0,77.0,41.0,119.0,409.0,06,001,409700,409700,1.9,45.4,3.8,45.3,12.1,28.0,15.5,84.5,68.1
6444.0,4733.0,164.0,430.0,1047.0,106250.0,251.0,6444.0,3950.0,259.0,1597.0,2386.0,44.0,1976.0,2.75,429.0,0.0,0.0,13.0,103.0,06,001,451300,451300,73.4,2.5,6.7,16.2,6.6,3.9,1.8,98.2,27.0
2569.0,350.0,1717.0,198.0,139.0,22282.0,826.0,2557.0,1146.0,359.0,874.0,1199.0,115.0,1947.0,2.34,956.0,125.0,31.0,101.0,336.0,06,001,402400,402400,13.6,66.8,7.7,5.4,31.3,32.3,9.6,90.4,62.0
3373.0,2442.0,73.0,510.0,97.0,177656.0,88.0,3373.0,1896.0,67.0,1977.0,1402.0,17.0,1973.0,2.44,225.0,11.0,8.0,53.0,3.0,06,001,404300,404300,72.4,2.2,15.1,2.9,3.5,2.6,1.2,98.8,33.3
2579.0,999.0,695.0,633.0,252.0,68017.0,299.0,2579.0,1551.0,107.0,958.0,1319.0,35.0,1939.0,2.01,591.0,9.0,33.0,65.0,181.0,06,001,404800,404800,38.7,26.9,24.5,9.8,6.9,11.6,2.7,97.3,48.7
4349.0,363.0,438.0,671.0,2511.0,25347.0,1625.0,4151.0,2023.0,220.0,917.0,1398.0,189.0,1950.0,3.42,1031.0,83.0,47.0,73.0,401.0,06,001,406202,406202,8.3,10.1,15.4,57.7,10.9,39.1,13.5,86.5,58.6
2439.0,455.0,683.0,563.0,688.0,49135.0,562.0,2260.0,977.0,231.0,1139.0,795.0,109.0,1941.0,3.04,370.0,23.0,14.0,21.0,132.0,06,001,406400,406400,18.7,28.0,23.1,28.2,23.6,24.9,13.7,86.3,51.4
5828.0,617.0,1815.0,1754.0,1514.0,36771.0,1454.0,5660.0,2911.0,363.0,1106.0,2279.0,337.0,1948.0,2.93,1073.0,20.0,129.0,82.0,474.0,06,001,407000,407000,10.6,31.1,30.1,26.0,12.5,25.7,14.8,85.2,65.7
5870.0,450.0,541.0,718.0,4099.0,36534.0,1603.0,5741.0,2922.0,433.0,894.0,1961.0,286.0,1939.0,3.39,1308.0,82.0,100.0,95.0,418.0,06,001,407200,407200,7.7,9.2,12.2,69.8,14.8,27.9,14.6,85.4,53.1
3874.0,117.0,674.0,338.0,2708.0,33848.0,1200.0,3867.0,1991.0,488.0,900.0,1190.0,101.0,1939.0,3.52,794.0,93.0,60.0,98.0,237.0,06,001,407400,407400,3.0,17.4,8.7,69.9,24.5,31.0,8.5,91.5,61.5
4710.0,1432.0,2339.0,197.0,469.0,64191.0,1078.0,4655.0,2309.0,414.0,1238.0,1900.0,126.0,1947.0,2.64,585.0,89.0,0.0,59.0,232.0,06,001,408300,408300,30.4,49.7,4.2,10.0,17.9,23.2,6.6,93.4,65.0
2820.0,624.0,1686.0,121.0,292.0,37394.0,565.0,2783.0,1305.0,308.0,1403.0,1054.0,82.0,1955.0,2.86,411.0,8.0,59.0,23.0,237.0,06,001,410100,410100,22.1,59.8,4.3,10.4,23.6,20.3,7.8,92.2,79.6
2985.0,1875.0,134.0,475.0,255.0,104769.0,195.0,2985.0,1590.0,97.0,1590.0,1304.0,73.0,1939.0,2.42,354.0,8.0,73.0,0.0,97.0,06,001,420600,420600,62.8,4.5,15.9,8.5,6.1,6.5,5.6,94.4,50.3
2163.0,1640.0,6.0,257.0,96.0,175313.0,215.0,2163.0,1044.0,87.0,2001.0,876.0,21.0,1939.0,2.53,30.0,5.0,0.0,0.0,16.0,06,001,421100,421100,75.8,0.3,11.9,4.4,8.3,9.9,2.4,97.6,70.0
1619.0,1315.0,33.0,154.0,96.0,123929.0,68.0,1619.0,856.0,18.0,1692.0,688.0,18.0,1939.0,2.42,98.0,6.0,34.0,2.0,28.0,06,001,421400,421400,81.2,2.0,9.5,5.9,2.1,4.2,2.6,97.4,71.4
2102.0,787.0,362.0,271.0,589.0,46899.0,347.0,2102.0,1352.0,155.0,1067.0,1187.0,116.0,1945.0,1.96,540.0,23.0,8.0,57.0,141.0,06,001,422100,422100,37.4,17.2,12.9,28.0,11.5,16.5,9.8,90.2,42.4
3562.0,2326.0,57.0,671.0,288.0,49853.0,734.0,2625.0,1757.0,113.0,1174.0,1435.0,189.0,1939.0,2.1,788.0,63.0,0.0,0.0,370.0,06,001,423700,423700,65.3,1.6,18.8,8.1,6.4,28.0,13.2,86.8,54.9
7046.0,244.0,2735.0,412.0,3467.0,38603.0,2142.0,6998.0,2959.0,528.0,1081.0,2643.0,515.0,1946.0,3.28,1242.0,89.0,80.0,182.0,576.0,06,001,408700,408700,3.5,38.8,5.8,49.2,17.8,30.6,19.5,80.5,74.6
2753.0,49.0,1170.0,131.0,1226.0,41500.0,587.0,2745.0,1193.0,237.0,1181.0,1000.0,182.0,1952.0,3.37,381.0,7.0,33.0,39.0,167.0,06,001,409200,409200,1.8,42.5,4.8,44.5,19.9,21.4,18.2,81.8,64.6
4061.0,204.0,724.0,188.0,2705.0,38555.0,932.0,4039.0,1839.0,243.0,1027.0,1068.0,141.0,1952.0,4.36,669.0,38.0,33.0,73.0,173.0,06,001,409500,409500,5.0,17.8,4.6,66.6,13.2,23.1,13.2,86.8,47.4
5602.0,171.0,1855.0,82.0,3426.0,36175.0,1581.0,5599.0,2508.0,391.0,1335.0,1664.0,181.0,1958.0,3.77,1070.0,26.0,113.0,122.0,526.0,06,001,409600,409600,3.1,33.1,1.5,61.2,15.6,28.2,10.9,89.1,73.6
3081.0,149.0,1772.0,211.0,941.0,44273.0,560.0,3055.0,1497.0,263.0,998.0,1201.0,143.0,1949.0,2.89,493.0,47.0,139.0,22.0,184.0,06,001,410200,410200,4.8,57.5,6.8,30.5,17.6,18.3,11.9,88.1,79.5
3960.0,3108.0,127.0,350.0,173.0,131667.0,70.0,3960.0,2202.0,84.0,1685.0,1769.0,115.0,1939.0,2.39,320.0,12.0,10.0,0.0,33.0,06,001,421300,421300,78.5,3.2,8.8,4.4,3.8,1.8,6.5,93.5,17.2
3869.0,2058.0,243.0,805.0,573.0,80066.0,482.0,3852.0,2167.0,106.0,1446.0,1720.0,113.0,1944.0,2.38,1025.0,83.0,101.0,31.0,188.0,06,001,421700,421700,53.2,6.3,20.8,14.8,4.9,12.5,6.6,93.4,39.3
1482.0,619.0,369.0,141.0,217.0,50833.0,379.0,1482.0,884.0,89.0,1035.0,729.0,85.0,1978.0,2.16,371.0,61.0,4.0,26.0,56.0,06,001,422000,422000,41.8,24.9,9.5,14.6,10.1,25.6,11.7,88.3,39.6
3620.0,2139.0,107.0,578.0,357.0,52091.0,639.0,3620.0,2138.0,96.0,1346.0,1840.0,249.0,1939.0,2.28,959.0,99.0,78.0,136.0,274.0,06,001,422300,422300,59.1,3.0,16.0,9.9,4.5,17.7,13.5,86.5,61.2
7441.0,2842.0,121.0,2863.0,1224.0,23500.0,1349.0,2782.0,2342.0,392.0,1143.0,1503.0,157.0,1945.0,2.05,1343.0,62.0,99.0,127.0,573.0,06,001,422800,422800,38.2,1.6,38.5,16.4,16.7,48.5,10.4,89.6,64.1
5950.0,2303.0,74.0,2711.0,543.0,44583.0,2256.0,5857.0,2497.0,291.0,1408.0,2603.0,225.0,1959.0,2.46,2063.0,106.0,249.0,149.0,978.0,06,001,423602,423602,38.7,1.2,45.6,9.1,11.7,38.5,8.6,91.4,71.8
3513.0,2548.0,138.0,385.0,266.0,107750.0,99.0,3357.0,1808.0,15.0,1409.0,1455.0,121.0,1939.0,2.54,436.0,18.0,8.0,0.0,9.0,06,001,427100,427100,72.5,3.9,11.0,7.6,0.8,2.9,8.3,91.7,8.0
5949.0,2319.0,772.0,890.0,1617.0,68011.0,832.0,5386.0,3001.0,298.0,1346.0,2109.0,199.0,1959.0,2.79,803.0,40.0,38.0,119.0,231.0,06,001,430500,430500,39.0,13.0,15.0,27.2,9.9,15.4,9.4,90.6,53.3
5700.0,2685.0,77.0,1683.0,1097.0,89858.0,160.0,5696.0,2900.0,216.0,1820.0,2167.0,98.0,1965.0,2.75,211.0,0.0,0.0,52.0,25.0,06,001,430600,430600,47.1,1.4,29.5,19.2,7.4,2.8,4.5,95.5,36.5
3642.0,2304.0,50.0,543.0,450.0,98304.0,414.0,3635.0,1854.0,138.0,1413.0,1355.0,106.0,1955.0,2.9,362.0,45.0,0.0,14.0,89.0,06,001,430700,430700,63.3,1.4,14.9,12.4,7.4,11.4,7.8,92.2,40.9
1981.0,1398.0,58.0,206.0,201.0,122634.0,77.0,1981.0,1172.0,31.0,1590.0,913.0,46.0,1939.0,2.2,267.0,12.0,9.0,4.0,54.0,06,001,400200,400200,70.6,2.9,10.4,10.1,2.6,3.9,5.0,95.0,29.6
4313.0,2017.0,798.0,501.0,778.0,49014.0,886.0,4313.0,2815.0,313.0,1097.0,2140.0,107.0,1939.0,2.1,1580.0,199.0,51.0,131.0,472.0,06,001,401100,401100,46.8,18.5,11.6,18.0,11.1,20.5,5.0,95.0,54.0
4113.0,533.0,2072.0,515.0,819.0,27034.0,1456.0,4088.0,1840.0,340.0,845.0,1847.0,431.0,1939.0,2.8,1187.0,15.0,110.0,116.0,418.0,06,001,401400,401400,13.0,50.4,12.5,19.9,18.5,35.6,23.3,76.7,55.5
5033.0,1560.0,264.0,1500.0,1481.0,77794.0,124.0,5024.0,2769.0,254.0,1205.0,1383.0,17.0,1956.0,3.67,169.0,0.0,2.0,8.0,33.0,06,001,433500,433500,31.0,5.2,29.8,29.4,9.2,2.5,1.2,98.8,25.4
6168.0,957.0,1919.0,756.0,2187.0,45948.0,1429.0,6163.0,3043.0,357.0,1097.0,2393.0,286.0,1968.0,2.92,1426.0,115.0,99.0,117.0,502.0,06,001,433900,433900,15.5,31.1,12.3,35.5,11.7,23.2,12.0,88.0,58.4
5257.0,1636.0,224.0,2199.0,1035.0,77028.0,389.0,5257.0,3087.0,143.0,1627.0,2150.0,120.0,1991.0,2.59,1402.0,110.0,68.0,104.0,196.0,06,001,450743,450743,31.1,4.3,41.8,19.7,4.6,7.4,5.6,94.4,34.1
3081.0,2131.0,56.0,240.0,469.0,118615.0,140.0,3018.0,1714.0,211.0,2001.0,1175.0,58.0,1978.0,2.74,241.0,24.0,7.0,52.0,14.0,06,001,450746,450746,69.2,1.8,7.8,15.2,12.3,4.6,4.9,95.1,40.2
3584.0,1431.0,264.0,1335.0,365.0,74451.0,472.0,3584.0,2280.0,196.0,1424.0,1843.0,88.0,,2.04,871.0,171.0,66.0,49.0,165.0,06,001,450750,450750,39.9,7.4,37.2,10.2,8.6,13.2,4.8,95.2,51.8
1987.0,904.0,148.0,765.0,60.0,206958.0,20.0,1977.0,1184.0,37.0,2001.0,757.0,46.0,2004.0,2.79,96.0,10.0,20.0,0.0,0.0,06,001,450751,450751,45.5,7.4,38.5,3.0,3.1,1.0,6.1,93.9,31.2
5009.0,2040.0,122.0,2325.0,307.0,162074.0,43.0,5009.0,2594.0,39.0,2001.0,1585.0,109.0,2004.0,3.39,139.0,0.0,0.0,0.0,29.0,06,001,450752,450752,40.7,2.4,46.4,6.1,1.5,0.9,6.9,93.1,20.9
2357.0,1009.0,0.0,431.0,894.0,93676.0,125.0,2357.0,1427.0,199.0,1208.0,790.0,112.0,1964.0,3.47,172.0,12.0,0.0,0.0,33.0,06,001,451403,451403,42.8,0.0,18.3,37.9,13.9,5.3,14.2,85.8,26.2
6361.0,2404.0,147.0,394.0,3385.0,69365.0,358.0,6277.0,3811.0,310.0,1322.0,2210.0,78.0,1962.0,2.98,1193.0,28.0,73.0,86.0,288.0,06,001,451404,451404,37.8,2.3,6.2,53.2,8.1,5.7,3.5,96.5,39.8
1666.0,1267.0,24.0,109.0,238.0,103289.0,77.0,1666.0,907.0,68.0,2001.0,594.0,0.0,1987.0,2.8,50.0,0.0,12.0,0.0,15.0,06,001,451504,451504,76.1,1.4,6.5,14.3,7.5,4.6,0.0,100.0,54.0
3247.0,2820.0,0.0,231.0,158.0,127153.0,47.0,3247.0,1755.0,140.0,2001.0,1159.0,0.0,1981.0,2.8,78.0,27.0,0.0,0.0,18.0,06,001,451505,451505,86.8,0.0,7.1,4.9,8.0,1.4,0.0,100.0,57.7
3248.0,1909.0,217.0,123.0,821.0,86667.0,474.0,3246.0,1664.0,73.0,1456.0,1126.0,140.0,1976.0,3.29,545.0,32.0,78.0,26.0,135.0,06,001,451506,451506,58.8,6.7,3.8,25.3,4.4,14.6,12.4,87.6,49.7
4284.0,2946.0,66.0,649.0,543.0,118967.0,181.0,4281.0,1922.0,249.0,1862.0,1332.0,35.0,1974.0,3.3,140.0,18.0,0.0,5.0,12.0,06,001,451703,451703,68.8,1.5,15.1,12.7,13.0,4.2,2.6,97.4,25.0
4180.0,3087.0,0.0,115.0,843.0,89475.0,88.0,4116.0,2114.0,111.0,1195.0,1670.0,99.0,1969.0,2.66,383.0,131.0,0.0,0.0,72.0,06,001,451704,451704,73.9,0.0,2.8,20.2,5.3,2.1,5.9,94.1,53.0
38.0,38.0,0.0,0.0,0.0,42500.0,0.0,38.0,19.0,0.0,1500.0,46.0,8.0,1939.0,,38.0,0.0,10.0,19.0,9.0,06,001,981900,981900,100.0,0.0,0.0,0.0,0.0,0.0,17.4,82.6,100.0
87.0,25.0,0.0,11.0,51.0,135313.0,36.0,87.0,34.0,0.0,,33.0,0.0,1969.0,2.64,4.0,0.0,0.0,0.0,0.0,06,001,982000,982000,28.7,0.0,12.6,58.6,0.0,41.4,0.0,100.0,0.0
